Div,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,Bet365_HomeWinOdds,Bet365_DrawOdds,Bet365_AwayWinOdds,BW_HomeWinOdds,BW_DrawOdds,BW_AwayWinOdds,Pinnacle_HomeWinOdds,Pinnacle_DrawOdds,Pinnacle_AwayWinOdds,Pinnacle_CloseHomeWinOdds,Pinnacle_CloseDrawOdds,Pinnacle_CloseAwayWinOdds,Season
F1,2018-09-02,St Etienne,Amiens,0,0,D,0,0,D,19,9,5,2,11,12,14,1,3,2,0,0,1.61,3.75,6.0,1.62,3.75,6.0,1.65,3.85,6.32,1.65,3.6,7.15,2018-19
F1,2018-09-14,Nice,Rennes,2,1,H,0,0,D,13,10,4,3,10,19,3,2,4,1,0,0,2.5,3.25,2.8,2.6,3.1,2.95,2.75,3.14,2.92,2.69,3.3,2.85,2018-19
F1,2018-09-14,Paris SG,St Etienne,4,0,H,1,0,H,16,11,9,2,12,13,7,4,1,1,0,0,1.25,6.0,11.0,1.25,6.25,11.0,1.25,6.51,12.83,1.25,6.47,12.81,2018-19
F1,2018-09-15,Amiens,Lille,2,3,A,0,1,A,8,18,4,9,12,21,3,3,1,2,0,0,3.4,3.1,2.3,3.4,3.1,2.3,3.39,3.19,2.4,3.4,3.31,2.33,2018-19
F1,2018-09-15,Caen,Lyon,2,2,D,0,1,A,18,17,4,6,15,13,2,4,1,2,2,0,5.5,3.75,1.64,5.5,3.8,1.65,5.3,4.0,1.7,6.8,4.39,1.52,2018-19
F1,2018-09-15,Dijon,Angers,1,3,A,1,3,A,11,13,3,6,11,13,4,6,2,2,0,0,2.14,3.4,3.4,2.15,3.25,3.6,2.15,3.52,3.61,2.42,3.45,3.1,2018-19
F1,2018-09-15,Montpellier,Strasbourg,1,1,D,0,0,D,10,7,3,1,15,14,5,5,1,2,0,0,1.95,3.4,4.2,1.9,3.3,4.5,1.93,3.47,4.55,2.14,3.15,4.15,2018-19
F1,2018-09-15,Toulouse,Monaco,1,1,D,0,0,D,13,12,6,2,17,17,6,3,2,3,0,0,3.0,3.3,2.4,2.8,3.4,2.5,2.87,3.59,2.51,2.47,3.35,3.11,2018-19
F1,2018-09-16,Bordeaux,Nimes,3,3,D,1,2,A,15,14,4,5,12,9,8,3,2,0,0,0,1.83,3.4,4.5,1.85,3.5,4.5,1.85,3.67,4.73,1.78,3.7,5.13,2018-19
F1,2018-09-16,Marseille,Guingamp,4,0,H,0,0,D,17,2,6,0,7,9,8,1,1,1,0,0,1.28,5.75,10.0,1.33,5.5,8.75,1.32,6.11,9.28,1.28,6.23,11.06,2018-19
F1,2018-09-16,Nantes,Reims,0,0,D,0,0,D,12,7,6,0,13,12,7,7,3,4,0,0,1.9,3.25,4.33,1.95,3.3,4.25,1.93,3.67,4.21,2.13,3.31,3.95,2018-19
F1,2018-09-21,Monaco,Nimes,1,1,D,1,1,D,15,9,4,2,15,15,5,5,1,2,0,0,1.75,4.0,4.33,1.75,3.8,4.6,1.84,3.71,4.63,2.05,3.57,3.82,2018-19
F1,2018-09-22,Angers,Toulouse,0,0,D,0,0,D,16,7,4,0,14,14,4,4,1,2,0,0,2.14,3.2,3.6,2.2,3.2,3.5,2.2,3.36,3.61,2.26,3.42,3.39,2018-19
F1,2018-09-22,Lille,Nantes,2,1,H,1,0,H,11,11,8,4,15,12,4,1,3,4,0,0,1.85,3.5,4.5,1.83,3.5,4.6,1.9,3.61,4.41,1.98,3.4,4.38,2018-19
F1,2018-09-22,Montpellier,Nice,1,0,H,1,0,H,12,9,5,2,14,11,6,5,3,2,0,0,2.2,3.0,3.75,2.25,3.1,3.5,2.33,3.06,3.66,2.48,3.02,3.38,2018-19
F1,2018-09-22,Reims,Dijon,0,0,D,0,0,D,11,6,2,0,15,14,9,3,1,1,0,0,2.04,3.3,3.8,2.2,3.25,3.5,2.17,3.44,3.6,1.98,3.61,4.05,2018-19
F1,2018-09-22,St Etienne,Caen,2,1,H,0,1,A,23,9,7,2,3,20,9,6,2,3,0,0,1.64,3.5,6.5,1.65,3.6,6.0,1.7,3.72,5.8,1.6,3.7,7.42,2018-19
F1,2018-09-22,Strasbourg,Amiens,3,1,H,0,1,A,13,8,6,3,16,13,1,1,1,4,0,0,1.8,3.3,5.25,1.8,3.5,4.75,1.81,3.42,5.45,1.98,3.21,4.72,2018-19
F1,2018-09-23,Guingamp,Bordeaux,1,3,A,0,0,D,18,11,5,6,14,17,6,4,1,4,0,0,2.25,3.1,3.5,2.5,3.2,3.0,2.45,3.28,3.17,2.63,3.3,2.89,2018-19
F1,2018-09-23,Lyon,Marseille,4,2,H,1,1,D,17,9,5,3,7,12,3,7,1,2,0,1,1.95,3.5,3.8,2.1,3.7,3.25,2.04,3.85,3.58,1.88,3.99,4.05,2018-19
F1,2018-09-23,Rennes,Paris SG,1,3,A,1,1,D,14,15,4,6,11,17,9,4,2,3,0,0,7.5,4.5,1.4,8.0,5.25,1.36,7.11,5.34,1.43,8.64,5.97,1.33,2018-19
F1,2018-09-25,Monaco,Angers,0,1,A,0,1,A,7,6,0,3,13,12,5,4,1,2,0,0,1.75,3.8,4.75,1.75,3.7,4.75,1.76,3.83,5.01,1.7,3.84,5.5,2018-19
F1,2018-09-25,Nantes,Nice,1,2,A,0,1,A,10,12,3,5,12,15,8,8,1,2,0,0,2.4,3.2,3.1,2.4,3.1,3.2,2.36,3.31,3.34,2.2,3.39,3.64,2018-19
F1,2018-09-25,Toulouse,St Etienne,2,3,A,0,1,A,20,14,6,8,13,14,4,2,1,2,0,0,2.6,3.0,3.0,2.45,3.1,3.1,2.61,3.22,3.02,2.33,3.38,3.33,2018-19
F1,2018-09-26,Amiens,Rennes,2,1,H,0,0,D,12,15,3,2,11,18,9,6,0,2,0,1,3.25,3.1,2.4,3.2,3.2,2.35,3.25,3.35,2.39,3.44,3.22,2.36,2018-19
F1,2018-09-26,Bordeaux,Lille,1,0,H,1,0,H,7,15,3,6,13,19,3,4,1,3,0,1,2.45,3.2,3.0,2.5,3.1,3.1,2.53,3.32,3.05,2.78,3.15,2.88,2018-19
F1,2018-09-26,Caen,Montpellier,2,2,D,1,1,D,11,16,3,6,10,14,4,6,2,2,0,1,3.0,3.0,2.6,2.9,3.0,2.7,3.07,3.14,2.63,3.12,2.96,2.72,2018-19
F1,2018-09-26,Dijon,Lyon,0,3,A,0,3,A,30,16,6,5,12,11,8,2,2,2,1,1,5.75,4.2,1.57,5.5,4.1,1.6,5.56,4.51,1.59,5.44,4.32,1.63,2018-19
F1,2018-09-26,Marseille,Strasbourg,3,2,H,2,1,H,13,9,5,5,12,13,3,2,3,3,1,0,1.44,4.5,7.5,1.42,4.75,7.5,1.43,4.94,7.75,1.44,4.63,8.17,2018-19
F1,2018-09-26,Nimes,Guingamp,0,0,D,0,0,D,7,9,2,3,11,12,4,3,3,3,0,0,1.95,3.6,3.8,1.95,3.6,3.9,1.95,3.85,3.93,2.11,3.36,3.93,2018-19
F1,2018-09-26,Paris SG,Reims,4,1,H,3,1,H,15,9,7,3,12,13,8,4,0,1,0,0,1.12,9.0,21.0,1.14,8.25,19.5,1.13,9.38,22.41,1.15,9.19,19.49,2018-19
F1,2018-09-28,St Etienne,Monaco,2,0,H,1,0,H,16,20,5,7,8,9,6,3,0,1,0,0,1.95,3.4,4.0,2.05,3.4,3.7,2.05,3.51,3.97,1.91,3.84,4.13,2018-19
F1,2018-09-29,Angers,Guingamp,0,1,A,0,1,A,11,11,4,5,15,13,1,4,3,3,0,0,2.14,3.2,3.7,2.15,3.1,3.8,2.15,3.23,3.99,2.09,3.31,4.07,2018-19
F1,2018-09-29,Caen,Amiens,1,0,H,1,0,H,12,7,4,2,15,11,7,4,2,2,0,1,2.14,3.25,3.6,2.05,3.4,3.75,2.16,3.26,3.92,2.32,3.13,3.64,2018-19
F1,2018-09-29,Lyon,Nantes,1,1,D,1,0,H,20,19,7,4,15,12,10,10,3,4,0,0,1.3,5.75,9.5,1.33,5.25,9.0,1.32,5.55,10.77,1.31,5.89,10.12,2018-19
F1,2018-09-29,Nice,Paris SG,0,3,A,0,1,A,9,21,1,8,13,12,3,7,3,2,1,0,7.5,5.5,1.36,8.75,5.5,1.33,8.59,5.54,1.36,8.79,5.83,1.34,2018-19
F1,2018-09-29,Reims,Bordeaux,0,0,D,0,0,D,9,7,0,3,16,23,7,1,2,3,0,0,2.3,3.25,3.25,2.4,3.1,3.2,2.41,3.26,3.3,2.24,3.2,3.75,2018-19
F1,2018-09-29,Strasbourg,Dijon,3,0,H,1,0,H,7,14,5,1,11,17,0,5,1,3,0,0,1.95,3.5,4.0,1.91,3.5,4.1,1.91,3.9,4.05,1.91,3.81,4.17,2018-19
F1,2018-09-30,Lille,Marseille,3,0,H,0,0,D,16,8,4,3,8,14,5,2,1,3,0,0,3.1,3.4,2.3,2.95,3.5,2.35,2.89,3.6,2.49,3.02,3.41,2.5,2018-19
F1,2018-09-30,Montpellier,Nimes,3,0,H,2,0,H,19,11,6,3,15,18,4,1,2,3,0,0,1.85,3.6,4.33,1.87,3.4,4.5,1.95,3.52,4.34,2.02,3.28,4.42,2018-19
F1,2018-09-30,Rennes,Toulouse,1,1,D,0,0,D,22,5,7,2,17,14,7,3,1,4,0,1,1.95,3.5,4.0,1.95,3.4,4.1,1.95,3.57,4.25,1.88,3.74,4.38,2018-19
F1,2018-10-05,Toulouse,Nice,1,1,D,0,1,A,13,11,2,2,17,14,3,2,1,2,0,0,2.37,3.3,3.1,2.4,3.2,3.1,2.37,3.41,3.22,2.35,3.43,3.25,2018-19
F1,2018-10-06,Amiens,Dijon,1,0,H,1,0,H,8,10,2,3,19,18,6,2,0,0,0,0,2.4,3.25,3.1,2.45,3.35,3.0,2.53,3.36,3.01,2.32,3.33,3.41,2018-19
F1,2018-10-06,Angers,Strasbourg,2,2,D,0,2,A,24,9,6,4,11,13,6,1,1,5,0,0,2.37,3.1,3.3,2.35,3.2,3.2,2.35,3.36,3.31,2.26,3.27,3.62,2018-19
F1,2018-10-06,Guingamp,Montpellier,1,1,D,0,1,A,7,11,2,5,11,17,3,4,0,3,1,1,2.8,3.1,2.7,2.7,3.0,2.85,2.81,3.08,2.91,2.92,3.06,2.81,2018-19
F1,2018-10-06,Lille,St Etienne,3,1,H,1,1,D,12,6,5,2,8,10,1,4,2,1,0,0,2.0,3.4,3.9,2.0,3.4,3.9,2.0,3.69,3.91,2.15,3.53,3.61,2018-19
F1,2018-10-06,Nimes,Reims,0,0,D,0,0,D,17,9,5,2,13,11,9,1,1,1,0,0,2.3,3.3,3.2,2.3,3.25,3.25,2.33,3.33,3.39,2.71,3.23,2.89,2018-19
F1,2018-10-07,Bordeaux,Nantes,3,0,H,3,0,H,16,12,7,2,19,15,4,6,1,1,0,0,2.25,3.2,3.4,2.15,3.25,3.6,2.35,3.18,3.51,2.51,3.15,3.23,2018-19
F1,2018-10-07,Marseille,Caen,2,0,H,2,0,H,17,7,6,2,14,14,4,2,3,5,0,0,1.33,5.25,9.0,1.3,5.75,9.75,1.34,5.53,9.55,1.36,5.36,9.06,2018-19
F1,2018-10-07,Monaco,Rennes,1,2,A,0,1,A,8,11,2,4,18,16,2,3,5,1,1,0,2.0,3.5,3.75,2.15,3.3,3.5,2.11,3.59,3.65,2.12,3.52,3.69,2018-19
F1,2018-10-07,Paris SG,Lyon,5,0,H,1,0,H,14,16,8,6,11,16,2,10,2,4,1,1,1.33,5.5,8.5,1.34,6.0,7.5,1.33,6.1,8.61,1.28,6.65,9.94,2018-19
F1,2018-10-19,Lyon,Nimes,2,0,H,1,0,H,13,23,5,6,10,11,7,7,1,2,0,0,1.3,5.5,9.5,1.35,5.25,8.5,1.34,5.7,9.04,1.31,6.01,9.81,2018-19
F1,2018-10-20,Caen,Guingamp,0,0,D,0,0,D,4,7,2,2,17,5,3,2,0,0,0,0,2.1,3.25,3.75,2.1,3.2,3.8,2.19,3.32,3.72,2.29,3.24,3.57,2018-19
F1,2018-10-20,Dijon,Lille,1,2,A,0,2,A,17,8,7,3,20,13,10,5,2,2,0,0,3.3,3.5,2.14,3.3,3.4,2.2,3.32,3.51,2.27,3.57,3.68,2.11,2018-19
F1,2018-10-20,Nantes,Toulouse,4,0,H,2,0,H,18,5,9,2,12,13,4,3,3,1,0,0,2.0,3.3,4.0,2.0,3.3,4.0,2.04,3.47,4.05,1.99,3.48,4.21,2018-19
F1,2018-10-20,Paris SG,Amiens,5,0,H,2,0,H,16,8,8,2,12,10,10,5,0,0,0,0,1.08,11.0,26.0,1.09,11.0,26.0,1.11,10.93,25.53,1.11,11.77,21.59,2018-19
F1,2018-10-20,Reims,Angers,1,1,D,0,1,A,12,16,5,6,13,7,8,6,1,0,0,0,2.25,3.1,3.5,2.2,3.0,3.75,2.28,3.11,3.77,2.34,3.09,3.65,2018-19
F1,2018-10-20,Strasbourg,Monaco,2,1,H,1,0,H,8,12,5,5,13,11,4,6,2,3,0,1,2.7,3.25,2.7,2.7,3.3,2.65,2.62,3.52,2.78,2.56,3.6,2.8,2018-19
F1,2018-10-21,Montpellier,Bordeaux,2,0,H,1,0,H,13,12,4,3,13,11,2,3,2,3,0,0,2.14,3.25,3.6,2.1,3.2,3.8,2.14,3.19,4.08,2.05,3.19,4.43,2018-19
F1,2018-10-21,Nice,Marseille,0,1,A,0,1,A,14,9,3,1,12,9,5,7,3,1,0,0,3.5,3.5,2.04,3.4,3.4,2.15,3.34,3.84,2.15,3.06,3.64,2.36,2018-19
F1,2018-10-21,St Etienne,Rennes,1,1,D,1,1,D,8,15,2,5,13,11,2,4,1,1,0,0,2.14,3.2,3.75,2.25,3.2,3.4,2.23,3.32,3.64,2.41,3.31,3.25,2018-19
F1,2018-10-26,Nimes,St Etienne,1,1,D,0,1,A,13,13,6,5,6,15,7,4,1,3,0,0,2.62,3.3,2.7,2.7,3.3,2.65,2.74,3.38,2.75,2.74,3.33,2.79,2018-19
F1,2018-10-27,Amiens,Nantes,1,2,A,0,1,A,18,12,8,5,16,10,10,2,1,2,0,0,3.0,3.2,2.5,3.0,3.0,2.6,3.07,3.23,2.57,3.0,3.17,2.66,2018-19
F1,2018-10-27,Angers,Lyon,1,2,A,0,0,D,14,9,4,5,9,10,7,0,2,5,1,0,3.8,3.6,1.95,4.0,3.75,1.87,4.08,3.59,1.99,3.79,3.51,2.09,2018-19
F1,2018-10-27,Guingamp,Strasbourg,1,1,D,1,0,H,10,12,4,5,10,14,6,5,1,1,0,0,2.37,3.2,3.2,2.3,3.2,3.3,2.3,3.4,3.36,2.66,3.19,2.98,2018-19
F1,2018-10-27,Lille,Caen,1,0,H,0,0,D,11,5,4,1,13,20,9,4,0,2,0,0,1.5,4.0,7.5,1.48,4.1,7.5,1.5,4.21,7.84,1.63,3.82,6.43,2018-19
F1,2018-10-27,Monaco,Dijon,2,2,D,1,1,D,12,11,5,3,15,14,6,4,2,3,0,0,1.66,4.0,5.0,1.7,3.8,5.0,1.71,4.24,4.83,1.68,4.12,5.23,2018-19
F1,2018-10-27,Toulouse,Montpellier,0,3,A,0,2,A,15,22,4,8,13,13,5,7,2,1,0,0,2.8,3.1,2.7,2.75,3.0,2.8,2.93,3.09,2.78,3.25,3.2,2.47,2018-19
F1,2018-10-28,Bordeaux,Nice,0,1,A,0,0,D,23,13,7,2,13,13,5,2,2,3,0,0,2.3,3.3,3.25,2.25,3.3,3.3,2.37,3.29,3.35,2.37,3.34,3.3,2018-19
F1,2018-10-28,Marseille,Paris SG,0,2,A,0,0,D,12,11,2,5,8,11,5,7,4,2,0,0,6.0,5.0,1.44,6.0,4.75,1.48,5.95,5.21,1.49,5.27,4.23,1.66,2018-19
F1,2018-10-28,Rennes,Reims,0,2,A,0,1,A,11,6,5,3,16,17,11,2,3,2,0,0,1.7,3.4,5.75,1.72,3.4,5.75,1.74,3.73,5.41,1.76,3.44,5.85,2018-19
F1,2018-11-02,Paris SG,Lille,2,1,H,0,0,D,19,6,5,2,16,12,8,0,2,3,0,0,1.16,8.0,15.0,1.17,7.75,14.5,1.2,7.69,13.81,1.18,8.31,14.99,2018-19
F1,2018-11-03,Caen,Rennes,1,2,A,0,0,D,12,22,3,10,13,11,2,4,1,2,0,0,3.5,3.25,2.2,3.4,3.2,2.25,3.65,3.29,2.24,3.58,3.32,2.25,2018-19
F1,2018-11-03,Dijon,Nimes,0,4,A,0,2,A,23,11,7,6,12,13,7,3,1,0,0,0,2.14,3.4,3.4,2.25,3.4,3.25,2.25,3.46,3.44,2.56,3.43,2.91,2018-19
F1,2018-11-03,Lyon,Bordeaux,1,1,D,1,0,H,6,17,2,3,18,16,5,5,1,1,0,0,1.44,4.75,7.0,1.42,4.75,7.5,1.45,4.86,7.26,1.41,4.78,8.79,2018-19
F1,2018-11-03,Nice,Amiens,1,0,H,1,0,H,7,13,4,7,8,9,1,4,1,0,0,0,1.72,3.6,5.25,1.72,3.6,5.25,1.71,3.89,5.35,1.82,3.32,5.63,2018-19
F1,2018-11-03,Reims,Monaco,1,0,H,1,0,H,8,5,4,1,12,16,2,4,0,3,1,1,2.5,3.3,2.87,2.65,3.2,2.75,2.58,3.36,2.95,2.51,3.43,2.99,2018-19
F1,2018-11-03,Strasbourg,Toulouse,1,1,D,0,0,D,18,5,2,2,8,4,10,3,2,1,0,0,1.85,3.6,4.33,1.91,3.6,4.0,1.91,3.75,4.21,1.99,3.59,4.08,2018-19
F1,2018-11-04,Montpellier,Marseille,3,0,H,0,0,D,14,11,6,2,12,14,2,6,0,3,0,0,3.0,3.2,2.5,2.95,3.3,2.45,3.03,3.29,2.56,3.18,3.41,2.39,2018-19
F1,2018-11-04,Nantes,Guingamp,5,0,H,1,0,H,19,4,10,0,10,13,8,5,0,2,0,0,1.83,3.5,4.5,1.78,3.6,4.75,1.86,3.56,4.79,1.78,3.34,6.07,2018-19
F1,2018-11-04,St Etienne,Angers,4,3,H,2,2,D,18,10,9,6,8,10,9,5,1,1,0,0,1.95,3.3,4.2,2.0,3.4,3.9,2.0,3.58,4.06,1.83,3.54,5.06,2018-19
F1,2018-11-09,Lille,Strasbourg,0,0,D,0,0,D,22,4,8,1,9,14,7,0,0,2,0,0,1.72,3.75,5.0,1.75,3.6,5.0,1.74,3.76,5.36,1.74,3.61,5.67,2018-19
