Div,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,Bet365_HomeWinOdds,Bet365_DrawOdds,Bet365_AwayWinOdds,BW_HomeWinOdds,BW_DrawOdds,BW_AwayWinOdds,Pinnacle_HomeWinOdds,Pinnacle_DrawOdds,Pinnacle_AwayWinOdds,Bet365_CloseHomeWinOdds,Bet365_CloseDrawOdds,Bet365_CloseAwayWinOdds,Pinnacle_CloseHomeWinOdds,Pinnacle_CloseDrawOdds,Pinnacle_CloseAwayWinOdds,Season
F1,2021-09-19,Paris SG,Lyon,2,1,H,0,0,D,14,12,5,5,13,19,10,4,3,1,0,0,1.3,5.75,9.0,1.35,5.5,7.75,1.37,5.62,8.51,1.28,6.0,9.5,1.3,6.46,9.25,2021-22
F1,2021-09-22,Lille,Reims,2,1,H,2,0,H,7,11,4,5,16,14,4,4,2,1,0,0,1.66,3.6,5.25,1.7,3.75,5.25,1.73,3.77,5.54,1.72,3.5,5.25,1.83,3.41,5.49,2021-22
F1,2021-09-22,Monaco,St Etienne,3,1,H,1,1,D,14,9,6,3,16,13,6,3,1,1,0,1,1.53,4.0,6.5,1.57,4.1,6.0,1.53,4.45,6.85,1.44,4.5,7.0,1.48,4.61,7.47,2021-22
F1,2021-09-22,Montpellier,Bordeaux,3,3,D,1,2,A,15,15,6,7,10,8,6,6,0,2,0,0,1.9,3.6,3.8,1.95,3.6,3.8,2.02,3.82,3.77,2.0,3.75,3.5,2.1,3.74,3.58,2021-22
F1,2021-09-22,Nantes,Brest,3,1,H,1,0,H,14,10,6,2,8,13,4,4,1,2,0,0,2.05,3.5,3.4,2.1,3.5,3.5,2.18,3.45,3.65,2.0,3.5,3.6,2.12,3.42,3.86,2021-22
F1,2021-09-22,Rennes,Clermont,6,0,H,2,0,H,21,4,10,1,14,5,5,7,2,1,0,0,1.95,3.6,3.8,1.91,3.7,3.9,2.04,3.63,3.9,1.95,3.4,4.0,2.05,3.49,4.01,2021-22
F1,2021-09-22,Angers,Marseille,0,0,D,0,0,D,9,6,1,1,9,7,4,2,1,3,0,0,3.75,3.25,2.05,3.5,3.5,2.1,3.62,3.52,2.16,3.1,3.2,2.3,3.37,3.3,2.37,2021-22
F1,2021-09-22,Lens,Strasbourg,0,1,A,0,0,D,17,6,4,1,14,7,7,3,2,3,1,0,1.95,3.6,3.75,1.95,3.6,3.9,2.04,3.68,3.84,2.1,3.6,3.4,2.19,3.43,3.66,2021-22
F1,2021-09-22,Lorient,Nice,1,0,H,1,0,H,8,13,1,1,12,16,6,5,2,4,1,0,3.3,3.5,2.15,3.2,3.4,2.25,3.31,3.54,2.28,3.5,3.5,2.1,3.61,3.57,2.15,2021-22
F1,2021-09-22,Lyon,Troyes,3,1,H,0,1,A,15,12,8,7,7,9,7,3,1,3,0,0,1.4,4.5,8.5,1.42,4.75,7.25,1.42,5.26,7.59,1.3,5.75,10.0,1.31,6.01,10.21,2021-22
F1,2021-09-22,Metz,Paris SG,1,2,A,1,1,D,6,15,2,5,12,12,3,3,6,2,1,0,11.0,7.0,1.22,9.75,6.5,1.26,10.51,6.63,1.27,11.0,6.0,1.22,10.73,6.77,1.26,2021-22
F1,2021-09-25,St Etienne,Nice,0,3,A,0,1,A,11,14,6,9,9,13,2,9,0,2,0,0,3.3,3.3,2.25,3.1,3.4,2.3,3.35,3.5,2.29,3.3,3.5,2.1,3.5,3.59,2.18,2021-22
F1,2021-09-25,Strasbourg,Lille,1,2,A,0,1,A,10,16,3,7,16,12,8,8,4,4,1,0,2.8,3.2,2.62,2.7,3.25,2.7,2.84,3.33,2.71,3.2,3.1,2.37,3.22,3.14,2.55,2021-22
F1,2021-09-25,Lyon,Lorient,1,1,D,0,1,A,12,12,2,5,9,10,9,3,1,2,1,0,1.33,5.25,8.5,1.36,5.0,8.5,1.38,5.29,8.98,1.25,6.0,10.0,1.3,6.18,10.2,2021-22
F1,2021-09-25,Paris SG,Montpellier,2,0,H,1,0,H,16,10,5,4,10,8,8,7,0,1,0,0,1.18,8.0,12.0,1.2,7.5,12.5,1.23,7.11,13.15,1.1,10.0,19.0,1.14,10.12,18.49,2021-22
F1,2021-09-26,Bordeaux,Rennes,1,1,D,0,0,D,10,18,3,8,6,20,8,6,1,4,0,0,3.4,3.4,2.15,3.5,3.3,2.15,3.45,3.67,2.17,3.8,3.5,1.95,4.08,3.55,2.02,2021-22
F1,2021-09-26,Brest,Metz,1,2,A,0,1,A,11,6,2,4,16,16,4,3,3,2,0,0,2.0,3.5,3.75,2.05,3.4,3.7,2.07,3.53,3.89,2.0,3.5,3.75,2.07,3.51,3.92,2021-22
F1,2021-09-26,Reims,Nantes,3,1,H,0,0,D,9,11,5,2,14,10,3,7,1,1,0,0,2.55,3.1,2.9,2.6,3.1,2.9,2.66,3.25,2.96,2.62,3.1,2.87,2.79,3.01,3.02,2021-22
F1,2021-09-26,Troyes,Angers,1,1,D,1,0,H,6,17,3,6,9,8,2,9,4,2,1,0,2.75,3.2,2.7,2.6,3.3,2.75,2.85,3.27,2.73,2.8,3.2,2.6,2.89,3.26,2.71,2021-22
F1,2021-09-26,Clermont,Monaco,1,3,A,1,1,D,12,6,4,3,9,12,5,1,2,4,0,0,3.8,3.5,2.0,3.8,3.7,1.95,3.75,3.67,2.07,4.2,3.6,1.85,4.16,3.79,1.93,2021-22
F1,2021-09-26,Marseille,Lens,2,3,A,2,2,D,14,14,4,5,4,14,5,7,2,1,0,0,1.72,3.75,5.0,1.78,3.75,4.5,1.79,3.84,4.85,1.72,3.8,4.75,1.74,3.96,5.06,2021-22
F1,2021-10-01,Lens,Reims,2,0,H,1,0,H,13,3,7,0,13,13,5,3,3,1,0,1,1.72,3.5,5.0,1.75,3.6,5.0,1.81,3.56,5.2,1.9,3.4,4.2,2.0,3.45,4.29,2021-22
F1,2021-10-02,Montpellier,Strasbourg,1,1,D,1,1,D,12,6,4,3,12,14,3,4,2,0,0,0,2.4,3.6,2.8,2.35,3.6,2.9,2.46,3.59,2.97,2.4,3.4,2.9,2.6,3.33,2.97,2021-22
F1,2021-10-02,Nice,Brest,2,1,H,1,0,H,20,6,9,2,8,12,6,2,1,1,0,0,1.55,4.5,5.5,1.6,4.4,5.0,1.58,4.57,5.78,1.53,4.33,6.0,1.53,4.57,6.58,2021-22
F1,2021-10-03,Rennes,Paris SG,2,0,H,1,0,H,12,13,4,0,9,4,4,4,2,3,0,0,5.5,4.5,1.55,5.0,4.6,1.57,5.67,4.85,1.56,6.5,4.75,1.4,6.8,4.99,1.48,2021-22
F1,2021-10-03,Angers,Metz,3,2,H,0,1,A,18,2,5,2,16,11,12,2,1,3,0,0,1.95,3.3,4.2,2.0,3.3,4.0,2.0,3.39,4.38,1.9,3.4,4.33,1.94,3.39,4.69,2021-22
F1,2021-10-03,Lorient,Clermont,1,1,D,0,1,A,6,8,1,4,19,12,4,4,2,1,0,0,2.4,3.5,2.8,2.45,3.4,2.9,2.54,3.41,2.99,2.5,3.4,2.7,2.5,3.46,3.0,2021-22
F1,2021-10-03,Monaco,Bordeaux,3,0,H,1,0,H,12,4,4,1,12,13,10,2,2,1,0,0,1.36,5.0,8.0,1.42,5.0,7.0,1.4,5.2,8.58,1.33,5.25,9.0,1.38,5.26,8.83,2021-22
F1,2021-10-03,Nantes,Troyes,2,0,H,0,0,D,8,15,4,4,14,10,3,7,2,2,0,0,1.75,3.5,5.0,1.83,3.6,4.5,1.79,3.76,5.05,1.75,3.5,4.75,1.81,3.69,4.96,2021-22
F1,2021-10-03,Lille,Marseille,2,0,H,1,0,H,12,10,5,3,10,13,3,5,2,3,0,1,2.45,3.3,3.0,2.45,3.3,2.95,2.52,3.34,3.07,2.15,3.3,3.4,2.28,3.27,3.6,2021-22
F1,2021-10-03,St Etienne,Lyon,1,1,D,0,1,A,18,15,6,5,14,10,6,4,2,3,0,1,4.33,4.0,1.75,4.25,3.9,1.78,4.7,4.04,1.78,4.33,4.0,1.72,4.52,4.17,1.78,2021-22
F1,2021-10-15,Paris SG,Angers,2,1,H,0,1,A,13,7,2,2,8,10,6,5,1,2,0,0,1.33,5.5,8.0,,,,1.37,5.44,8.74,1.36,5.0,8.0,1.36,5.42,9.27,2021-22
F1,2021-10-16,Clermont,Lille,1,0,H,1,0,H,9,9,3,2,9,8,6,9,1,2,0,0,3.3,3.3,2.25,3.4,3.3,2.1,3.26,3.47,2.34,3.1,3.2,2.45,3.23,3.29,2.45,2021-22
F1,2021-10-16,Lyon,Monaco,2,0,H,0,0,D,14,9,8,3,8,10,2,4,1,2,0,0,2.15,3.6,3.25,2.15,3.5,3.1,2.26,3.73,3.2,2.0,3.75,3.6,2.11,3.57,3.73,2021-22
F1,2021-10-17,Troyes,Nice,1,0,H,1,0,H,8,11,3,3,10,20,3,3,2,1,0,0,4.33,3.6,1.85,4.2,3.4,1.85,4.4,3.7,1.9,4.0,3.8,1.85,4.25,3.71,1.93,2021-22
F1,2021-10-17,Bordeaux,Nantes,1,1,D,0,0,D,8,13,1,7,10,16,2,5,2,3,0,0,2.8,3.3,2.55,2.75,3.1,2.6,2.9,3.17,2.76,2.62,3.2,2.75,2.81,3.38,2.7,2021-22
F1,2021-10-17,Brest,Reims,1,1,D,0,1,A,9,13,4,2,18,13,7,7,3,4,0,0,2.3,3.2,3.3,2.25,3.1,3.3,2.41,3.23,3.36,2.15,3.2,3.5,2.32,3.24,3.54,2021-22
F1,2021-10-17,Metz,Rennes,0,3,A,0,3,A,9,21,2,8,14,9,4,10,3,1,0,0,4.33,3.6,1.83,4.25,3.4,1.85,4.76,3.6,1.87,5.25,4.0,1.61,5.4,4.03,1.69,2021-22
F1,2021-10-17,Strasbourg,St Etienne,5,1,H,2,1,H,12,4,6,2,18,10,7,4,3,2,0,1,2.05,3.4,3.6,2.05,3.3,3.6,2.18,3.36,3.75,2.1,3.3,3.6,2.21,3.43,3.59,2021-22
F1,2021-10-17,Montpellier,Lens,1,0,H,0,0,D,15,19,6,5,8,16,3,2,4,4,1,0,3.1,3.5,2.25,3.1,3.3,2.25,3.11,3.53,2.39,2.87,3.4,2.4,2.89,3.51,2.56,2021-22
F1,2021-10-17,Marseille,Lorient,4,1,H,1,1,D,16,15,6,7,7,10,6,4,0,1,0,0,1.5,4.33,6.5,1.45,4.4,6.5,1.54,4.33,6.87,1.57,4.1,5.75,1.56,4.37,6.52,2021-22
F1,2021-10-22,St Etienne,Angers,2,2,D,0,1,A,17,4,6,2,12,18,6,1,0,3,0,0,2.8,3.3,2.55,2.55,3.5,2.65,2.96,3.36,2.59,3.2,3.3,2.3,3.16,3.34,2.46,2021-22
F1,2021-10-23,Nantes,Clermont,2,1,H,1,0,H,8,4,4,1,15,11,1,3,1,0,1,1,2.2,3.5,3.2,2.15,3.5,3.3,2.28,3.47,3.38,2.2,3.5,3.25,2.27,3.43,3.45,2021-22
F1,2021-10-23,Lille,Brest,1,1,D,1,1,D,13,13,3,5,10,15,5,4,1,2,0,0,1.55,4.2,5.75,1.58,4.1,5.5,1.55,4.36,6.61,1.45,4.2,7.5,1.51,4.42,7.35,2021-22
F1,2021-10-24,Nice,Lyon,3,2,H,0,1,A,17,13,7,8,11,7,3,2,1,0,0,1,2.5,3.4,2.7,2.55,3.7,2.55,2.62,3.56,2.78,2.9,3.6,2.3,3.0,3.66,2.41,2021-22
F1,2021-10-24,Lens,Metz,4,1,H,2,1,H,11,9,5,4,9,13,5,6,2,3,0,0,1.6,4.2,5.25,1.65,3.75,5.5,1.65,3.92,6.08,1.4,4.5,7.5,1.44,4.64,8.65,2021-22
F1,2021-10-24,Lorient,Bordeaux,1,1,D,0,0,D,14,11,4,5,12,13,9,4,4,2,0,1,2.0,3.5,3.8,2.05,3.5,3.5,2.08,3.5,3.89,2.1,3.4,3.6,2.24,3.34,3.61,2021-22
F1,2021-10-24,Reims,Troyes,1,2,A,1,1,D,18,7,5,4,14,13,7,1,4,2,1,0,2.15,3.3,3.5,2.15,3.25,3.4,2.3,3.15,3.71,2.3,3.0,3.5,2.36,3.08,3.66,2021-22
F1,2021-10-24,Rennes,Strasbourg,1,0,H,0,0,D,17,8,3,2,6,11,11,6,1,2,0,0,1.8,3.6,4.5,1.82,3.6,4.33,1.84,3.85,4.54,1.6,3.8,5.75,1.68,3.85,5.91,2021-22
F1,2021-10-24,Monaco,Montpellier,3,1,H,2,0,H,14,12,4,3,14,16,4,4,1,4,0,0,1.44,5.0,6.0,1.46,4.75,6.5,1.5,4.71,6.91,1.44,4.75,7.0,1.48,4.9,6.96,2021-22
