Div,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,Bet365_HomeWinOdds,Bet365_DrawOdds,Bet365_AwayWinOdds,BW_HomeWinOdds,BW_DrawOdds,BW_AwayWinOdds,Pinnacle_HomeWinOdds,Pinnacle_DrawOdds,Pinnacle_AwayWinOdds,Pinnacle_CloseHomeWinOdds,Pinnacle_CloseDrawOdds,Pinnacle_CloseAwayWinOdds,Season
F1,2015-08-21,Montpellier,Paris SG,0.0,1.0,A,0.0,0.0,D,10.0,9.0,3.0,5.0,13.0,8.0,2.0,1.0,2.0,1.0,0.0,0.0,8.0,4.2,1.45,8.5,4.2,1.5,9.1,4.4,1.46,8.81,4.49,1.46,2015-16
F1,2015-08-22,Ajaccio GFCO,Angers,0.0,2.0,A,0.0,2.0,A,8.0,9.0,3.0,5.0,12.0,10.0,9.0,3.0,2.0,2.0,0.0,0.0,2.3,3.0,3.6,2.3,2.9,3.4,2.31,3.04,3.8,2.57,2.98,3.38,2015-16
F1,2015-08-22,Bastia,Guingamp,3.0,0.0,H,2.0,0.0,H,10.0,15.0,5.0,4.0,14.0,13.0,3.0,5.0,2.0,3.0,0.0,0.0,2.3,3.0,3.4,2.4,3.0,3.1,2.44,3.05,3.48,2.36,3.02,3.71,2015-16
F1,2015-08-22,Lyon,Rennes,1.0,2.0,A,1.0,1.0,D,15.0,6.0,4.0,3.0,12.0,13.0,6.0,1.0,1.0,3.0,0.0,0.0,1.57,3.75,7.0,1.57,3.75,6.0,1.62,3.88,6.65,1.63,3.8,6.95,2015-16
F1,2015-08-22,Nantes,Reims,1.0,0.0,H,0.0,0.0,D,13.0,2.0,6.0,1.0,12.0,10.0,1.0,2.0,1.0,3.0,0.0,0.0,2.2,3.1,3.6,2.2,3.0,3.5,2.29,3.12,3.73,2.6,3.01,3.3,2015-16
F1,2015-08-22,Nice,Caen,2.0,1.0,H,0.0,0.0,D,7.0,12.0,4.0,6.0,7.0,16.0,2.0,3.0,1.0,3.0,0.0,0.0,2.2,3.3,3.4,2.3,3.4,3.2,2.28,3.37,3.46,2.3,3.4,3.44,2015-16
F1,2015-08-22,Toulouse,Monaco,1.0,1.0,D,1.0,0.0,H,13.0,14.0,4.0,3.0,13.0,20.0,4.0,5.0,0.0,4.0,0.0,0.0,3.1,3.1,2.5,3.1,3.25,2.55,3.06,3.22,2.58,2.75,3.29,2.84,2015-16
F1,2015-08-23,Lille,Bordeaux,0.0,0.0,D,0.0,0.0,D,15.0,12.0,5.0,4.0,11.0,23.0,12.0,10.0,1.0,5.0,0.0,0.0,2.1,3.2,3.8,2.15,3.1,3.5,2.11,3.28,4.06,2.08,3.29,4.25,2015-16
F1,2015-08-23,Lorient,St Etienne,0.0,1.0,A,0.0,0.0,D,10.0,12.0,2.0,5.0,12.0,24.0,3.0,4.0,0.0,3.0,1.0,0.0,2.63,3.0,3.0,2.65,3.0,2.8,2.67,3.08,3.07,2.47,3.29,3.21,2015-16
F1,2015-08-23,Marseille,Troyes,6.0,0.0,H,1.0,0.0,H,16.0,6.0,7.0,1.0,8.0,9.0,6.0,5.0,1.0,1.0,0.0,0.0,1.62,3.8,6.0,1.67,3.9,6.0,1.65,3.91,6.07,1.65,3.89,6.4,2015-16
F1,2015-08-28,Guingamp,Marseille,2.0,0.0,H,0.0,0.0,D,12.0,14.0,5.0,6.0,10.0,13.0,4.0,8.0,1.0,5.0,0.0,0.0,4.0,3.3,2.0,3.6,3.3,2.05,4.25,3.34,2.06,4.4,3.35,2.02,2015-16
F1,2015-08-29,Angers,Nice,1.0,1.0,D,1.0,0.0,H,5.0,11.0,2.0,5.0,14.0,8.0,3.0,6.0,2.0,2.0,0.0,0.0,2.3,3.1,3.4,2.3,3.1,3.2,2.29,3.18,3.64,2.34,3.32,3.44,2015-16
F1,2015-08-29,Caen,Lyon,0.0,4.0,A,0.0,2.0,A,14.0,13.0,6.0,5.0,13.0,17.0,8.0,3.0,1.0,0.0,1.0,0.0,3.3,3.3,2.25,3.3,3.1,2.25,3.47,3.42,2.25,3.52,3.26,2.32,2015-16
F1,2015-08-29,Lille,Ajaccio GFCO,1.0,0.0,H,1.0,0.0,H,13.0,12.0,5.0,6.0,13.0,17.0,7.0,4.0,1.0,3.0,0.0,0.0,1.4,4.0,10.0,1.5,4.0,6.5,1.48,4.11,9.5,1.64,3.59,7.63,2015-16
F1,2015-08-29,Reims,Lorient,4.0,1.0,H,1.0,0.0,H,14.0,13.0,10.0,4.0,12.0,8.0,5.0,5.0,3.0,1.0,0.0,0.0,2.25,3.1,3.5,2.25,3.2,3.2,2.32,3.28,3.47,2.31,3.23,3.6,2015-16
F1,2015-08-29,Rennes,Toulouse,3.0,1.0,H,1.0,1.0,D,13.0,8.0,5.0,3.0,12.0,9.0,7.0,3.0,2.0,3.0,0.0,0.0,2.15,3.25,3.6,2.2,3.25,3.2,2.23,3.25,3.72,2.29,3.29,3.55,2015-16
F1,2015-08-29,Troyes,Montpellier,0.0,0.0,D,0.0,0.0,D,8.0,13.0,1.0,4.0,16.0,10.0,4.0,5.0,2.0,1.0,0.0,0.0,2.5,3.1,3.0,2.5,3.25,2.75,2.45,3.25,3.24,2.58,3.18,3.14,2015-16
F1,2015-08-30,Bordeaux,Nantes,2.0,0.0,H,1.0,0.0,H,19.0,11.0,4.0,1.0,9.0,17.0,7.0,5.0,3.0,3.0,0.0,1.0,2.0,3.25,4.2,2.0,3.1,4.0,2.07,3.17,4.41,2.17,3.07,4.28,2015-16
F1,2015-08-30,Monaco,Paris SG,0.0,3.0,A,0.0,0.0,D,3.0,19.0,2.0,8.0,7.0,12.0,3.0,2.0,0.0,1.0,0.0,0.0,4.2,3.25,2.0,3.75,3.3,2.0,4.31,3.36,2.02,4.37,3.27,2.06,2015-16
F1,2015-08-30,St Etienne,Bastia,2.0,1.0,H,1.0,1.0,D,23.0,6.0,6.0,1.0,11.0,6.0,12.0,0.0,1.0,1.0,0.0,2.0,1.73,3.4,5.75,1.73,3.5,5.0,1.7,3.59,6.36,1.67,3.64,6.85,2015-16
F1,2015-09-11,Paris SG,Bordeaux,2.0,2.0,D,2.0,1.0,H,19.0,10.0,5.0,3.0,11.0,14.0,11.0,6.0,2.0,2.0,0.0,1.0,1.25,5.75,13.0,1.25,6.0,12.0,1.28,5.96,13.94,1.27,6.3,13.49,2015-16
F1,2015-09-12,Lorient,Angers,3.0,1.0,H,0.0,1.0,A,14.0,7.0,6.0,1.0,10.0,18.0,6.0,2.0,1.0,1.0,0.0,0.0,1.91,3.3,4.5,1.95,3.25,4.0,2.0,3.31,4.48,2.01,3.17,4.79,2015-16
F1,2015-09-12,Lyon,Lille,0.0,0.0,D,0.0,0.0,D,13.0,9.0,6.0,3.0,14.0,20.0,7.0,1.0,1.0,4.0,0.0,0.0,1.83,3.4,4.75,1.83,3.4,4.75,1.83,3.49,5.17,1.93,3.28,5.08,2015-16
F1,2015-09-12,Montpellier,St Etienne,1.0,2.0,A,0.0,1.0,A,16.0,12.0,8.0,3.0,16.0,20.0,9.0,5.0,3.0,2.0,0.0,0.0,2.5,3.1,3.1,2.7,2.95,3.0,2.85,3.1,2.88,2.83,3.22,2.8,2015-16
F1,2015-09-12,Nice,Guingamp,0.0,1.0,A,0.0,0.0,D,16.0,8.0,1.0,3.0,10.0,23.0,1.0,1.0,1.0,3.0,0.0,0.0,2.25,3.1,3.5,2.25,3.1,3.3,2.25,3.29,3.68,2.32,3.15,3.67,2015-16
F1,2015-09-12,Toulouse,Reims,2.0,2.0,D,2.0,0.0,H,15.0,9.0,6.0,4.0,10.0,15.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,3.5,3.75,2.05,3.2,3.7,2.02,3.53,4.05,2.02,3.46,4.24,2015-16
F1,2015-09-12,Troyes,Caen,1.0,3.0,A,0.0,2.0,A,14.0,15.0,6.0,8.0,7.0,9.0,6.0,5.0,4.0,0.0,0.0,1.0,2.25,3.2,3.4,2.3,3.1,3.25,2.35,3.35,3.33,2.45,3.31,3.22,2015-16
F1,2015-09-13,Ajaccio GFCO,Monaco,0.0,1.0,A,0.0,1.0,A,24.0,13.0,4.0,8.0,16.0,15.0,14.0,4.0,3.0,3.0,0.0,0.0,4.5,3.3,1.91,4.6,3.3,1.91,4.61,3.32,1.99,4.37,3.15,2.11,2015-16
F1,2015-09-13,Marseille,Bastia,4.0,1.0,H,1.0,0.0,H,12.0,6.0,7.0,2.0,11.0,9.0,5.0,0.0,2.0,1.0,0.0,0.0,1.44,4.2,8.5,1.5,4.0,7.25,1.5,4.27,7.99,1.51,4.43,7.59,2015-16
F1,2015-09-13,Nantes,Rennes,0.0,2.0,A,0.0,0.0,D,10.0,16.0,3.0,6.0,14.0,11.0,1.0,6.0,2.0,3.0,2.0,0.0,2.6,2.88,3.1,2.7,2.9,3.0,2.69,3.0,3.17,2.69,3.04,3.13,2015-16
F1,2015-09-18,Rennes,Lille,1.0,1.0,D,0.0,0.0,D,9.0,15.0,3.0,5.0,17.0,18.0,8.0,2.0,3.0,4.0,0.0,1.0,2.38,3.0,3.4,2.4,3.0,3.1,2.45,3.12,3.42,2.44,3.08,3.51,2015-16
F1,2015-09-19,Angers,Troyes,1.0,0.0,H,0.0,0.0,D,16.0,14.0,4.0,0.0,15.0,15.0,6.0,5.0,2.0,3.0,1.0,0.0,2.1,3.1,4.0,2.1,3.0,3.8,2.06,3.32,4.18,2.43,3.24,3.32,2015-16
F1,2015-09-19,Bastia,Nice,1.0,3.0,A,1.0,2.0,A,8.0,9.0,2.0,6.0,11.0,14.0,7.0,3.0,1.0,2.0,0.0,0.0,2.25,3.1,3.5,2.25,3.1,3.25,2.3,3.23,3.56,2.64,3.19,3.05,2015-16
F1,2015-09-19,Caen,Montpellier,2.0,1.0,H,1.0,1.0,D,16.0,3.0,6.0,2.0,15.0,24.0,3.0,5.0,2.0,4.0,0.0,0.0,2.15,3.1,3.75,2.15,3.1,3.6,2.22,3.43,3.53,2.36,3.29,3.4,2015-16
F1,2015-09-19,Guingamp,Ajaccio GFCO,2.0,1.0,H,1.0,1.0,D,14.0,7.0,4.0,3.0,6.0,16.0,10.0,1.0,2.0,4.0,0.0,1.0,1.85,3.3,4.75,1.78,3.5,5.0,1.92,3.32,4.94,1.83,3.42,5.51,2015-16
F1,2015-09-19,Reims,Paris SG,1.0,1.0,D,0.0,0.0,D,7.0,17.0,3.0,6.0,9.0,9.0,3.0,9.0,2.0,2.0,0.0,0.0,8.0,4.75,1.4,8.5,4.75,1.4,8.95,4.75,1.43,8.59,4.26,1.49,2015-16
F1,2015-09-20,Bordeaux,Toulouse,1.0,1.0,D,0.0,1.0,A,17.0,9.0,5.0,5.0,18.0,11.0,6.0,3.0,2.0,2.0,0.0,1.0,2.1,3.1,4.0,2.1,3.1,3.75,2.09,3.42,3.93,2.13,3.38,3.92,2015-16
F1,2015-09-20,Marseille,Lyon,1.0,1.0,D,0.0,1.0,A,14.0,12.0,4.0,5.0,15.0,12.0,1.0,5.0,4.0,1.0,1.0,0.0,2.05,3.3,3.8,2.1,3.5,3.6,2.11,3.56,3.76,2.08,3.53,3.9,2015-16
F1,2015-09-20,Monaco,Lorient,2.0,3.0,A,1.0,2.0,A,13.0,16.0,6.0,7.0,11.0,15.0,3.0,3.0,4.0,4.0,0.0,0.0,1.7,3.6,5.5,1.7,3.75,5.5,1.68,3.87,5.81,1.63,3.95,6.6,2015-16
F1,2015-09-20,St Etienne,Nantes,2.0,0.0,H,1.0,0.0,H,12.0,11.0,3.0,2.0,11.0,9.0,3.0,9.0,2.0,1.0,0.0,0.0,1.67,3.5,6.0,1.72,3.5,5.75,1.69,3.59,6.59,1.79,3.37,6.1,2015-16
F1,2015-09-22,Angers,Reims,0.0,0.0,D,0.0,0.0,D,8.0,3.0,3.0,1.0,8.0,19.0,1.0,3.0,1.0,3.0,0.0,0.0,2.5,3.0,3.2,2.55,3.0,2.9,2.48,3.1,3.33,2.66,3.22,3.0,2015-16
F1,2015-09-22,Paris SG,Guingamp,3.0,0.0,H,1.0,0.0,H,18.0,10.0,10.0,4.0,10.0,10.0,9.0,4.0,1.0,1.0,0.0,0.0,1.2,6.5,17.0,1.2,6.75,14.0,1.21,6.81,18.34,1.18,7.39,25.01,2015-16
F1,2015-09-23,Ajaccio GFCO,Rennes,1.0,1.0,D,1.0,0.0,H,13.0,16.0,2.0,8.0,6.0,14.0,3.0,3.0,0.0,1.0,0.0,0.0,3.5,3.0,2.3,3.6,2.95,2.3,3.67,3.04,2.36,3.33,3.08,2.52,2015-16
F1,2015-09-23,Lorient,Caen,2.0,0.0,H,2.0,0.0,H,8.0,14.0,4.0,2.0,13.0,10.0,4.0,11.0,2.0,2.0,0.0,0.0,2.2,3.2,3.5,2.2,3.1,3.4,2.29,3.37,3.42,2.18,3.48,3.64,2015-16
F1,2015-09-23,Lyon,Bastia,2.0,0.0,H,1.0,0.0,H,14.0,4.0,7.0,2.0,9.0,7.0,3.0,2.0,2.0,1.0,0.0,1.0,1.5,4.0,7.5,1.5,3.9,7.75,1.47,4.49,8.27,1.45,4.58,8.93,2015-16
F1,2015-09-23,Nice,Bordeaux,6.0,1.0,H,2.0,1.0,H,17.0,6.0,10.0,3.0,14.0,8.0,4.0,4.0,0.0,1.0,0.0,1.0,2.7,3.0,2.88,2.6,3.0,3.0,2.75,3.22,2.85,3.02,3.36,2.55,2015-16
F1,2015-09-23,Toulouse,Marseille,1.0,1.0,D,0.0,0.0,D,11.0,8.0,3.0,1.0,12.0,14.0,3.0,5.0,2.0,0.0,2.0,1.0,2.9,3.1,2.6,2.8,3.25,2.6,2.87,3.38,2.62,3.17,3.35,2.46,2015-16
F1,2015-09-23,Troyes,St Etienne,0.0,1.0,A,0.0,1.0,A,14.0,13.0,4.0,6.0,10.0,14.0,7.0,6.0,3.0,0.0,0.0,0.0,3.4,3.1,2.3,3.3,3.1,2.35,3.67,3.22,2.26,3.68,3.32,2.24,2015-16
F1,2015-09-24,Montpellier,Monaco,2.0,3.0,A,2.0,0.0,H,16.0,13.0,5.0,5.0,13.0,18.0,2.0,7.0,2.0,1.0,0.0,0.0,3.2,3.1,2.4,3.1,3.1,2.5,3.24,3.13,2.49,3.33,3.15,2.48,2015-16
F1,2015-09-25,Reims,Lille,1.0,0.0,H,0.0,0.0,D,10.0,10.0,5.0,3.0,16.0,23.0,4.0,6.0,3.0,3.0,0.0,0.0,2.7,3.1,2.8,2.7,3.0,2.7,2.85,3.12,2.87,2.77,3.17,2.88,2015-16
F1,2015-09-26,Bastia,Toulouse,3.0,0.0,H,3.0,0.0,H,9.0,16.0,6.0,5.0,10.0,10.0,1.0,18.0,3.0,3.0,0.0,0.0,2.88,3.1,2.63,2.75,3.0,2.75,3.03,3.16,2.68,3.01,3.26,2.63,2015-16
F1,2015-09-26,Bordeaux,Lyon,3.0,1.0,H,3.0,0.0,H,10.0,10.0,4.0,4.0,10.0,9.0,3.0,5.0,2.0,0.0,0.0,0.0,2.75,3.0,2.8,2.75,3.0,2.8,2.8,3.16,2.85,2.4,3.39,3.23,2015-16
F1,2015-09-26,Caen,Ajaccio GFCO,2.0,0.0,H,1.0,0.0,H,16.0,8.0,9.0,2.0,12.0,15.0,8.0,7.0,1.0,4.0,0.0,0.0,1.75,3.6,5.0,1.75,3.5,4.6,1.8,3.59,5.23,1.83,3.43,5.46,2015-16
F1,2015-09-26,Nantes,Paris SG,1.0,4.0,A,1.0,0.0,H,7.0,14.0,2.0,7.0,20.0,9.0,4.0,7.0,2.0,1.0,0.0,0.0,10.0,4.33,1.4,8.75,4.0,1.45,10.71,4.44,1.41,13.1,4.68,1.37,2015-16
F1,2015-09-26,Rennes,Troyes,1.0,1.0,D,0.0,1.0,A,19.0,12.0,5.0,6.0,11.0,9.0,8.0,3.0,1.0,3.0,1.0,0.0,1.73,3.5,5.5,1.8,3.5,5.0,1.76,3.55,5.72,1.66,3.76,6.38,2015-16
F1,2015-09-27,Guingamp,Monaco,3.0,3.0,D,1.0,2.0,A,16.0,9.0,7.0,4.0,19.0,16.0,4.0,1.0,5.0,3.0,0.0,0.0,3.25,3.1,2.38,3.4,3.1,2.3,3.42,3.1,2.44,3.2,3.2,2.53,2015-16
F1,2015-09-27,Marseille,Angers,1.0,2.0,A,0.0,1.0,A,18.0,6.0,4.0,3.0,12.0,13.0,6.0,4.0,3.0,3.0,0.0,0.0,1.4,4.5,8.5,1.45,4.2,8.0,1.44,4.5,9.1,1.52,4.1,8.32,2015-16
F1,2015-09-27,Montpellier,Lorient,2.0,1.0,H,1.0,0.0,H,11.0,10.0,4.0,3.0,11.0,21.0,9.0,3.0,2.0,5.0,0.0,1.0,2.2,3.25,3.5,2.2,3.2,3.3,2.26,3.25,3.64,2.15,3.48,3.73,2015-16
F1,2015-09-27,St Etienne,Nice,1.0,4.0,A,1.0,3.0,A,13.0,8.0,5.0,6.0,12.0,7.0,8.0,2.0,4.0,1.0,0.0,2.0,1.73,3.6,5.25,1.75,3.4,5.5,1.71,3.74,5.72,1.77,3.84,5.16,2015-16
F1,2015-09-29,Lille,Nantes,0.0,1.0,A,0.0,1.0,A,20.0,9.0,4.0,2.0,8.0,21.0,11.0,2.0,0.0,3.0,0.0,0.0,1.85,3.2,5.0,1.87,3.1,4.6,1.85,3.32,5.43,1.88,3.25,5.54,2015-16
F1,2015-10-02,Lille,Montpellier,2.0,0.0,H,1.0,0.0,H,22.0,9.0,5.0,3.0,17.0,15.0,9.0,2.0,3.0,1.0,0.0,0.0,2.0,3.1,4.33,2.0,3.0,4.25,2.06,3.28,4.33,2.1,3.26,4.24,2015-16
F1,2015-10-03,Ajaccio GFCO,Toulouse,2.0,2.0,D,2.0,1.0,H,7.0,12.0,3.0,5.0,16.0,11.0,6.0,7.0,3.0,0.0,0.0,0.0,3.1,3.2,2.4,3.0,3.2,2.5,3.16,3.28,2.48,3.45,3.3,2.33,2015-16
F1,2015-10-03,Angers,Bastia,1.0,0.0,H,1.0,0.0,H,17.0,8.0,6.0,2.0,16.0,16.0,7.0,5.0,1.0,2.0,0.0,0.0,2.1,3.1,4.0,2.15,3.1,3.5,2.17,3.24,3.92,2.06,3.18,4.52,2015-16
F1,2015-10-03,Lyon,Reims,1.0,0.0,H,1.0,0.0,H,17.0,8.0,6.0,3.0,11.0,9.0,5.0,1.0,2.0,2.0,0.0,0.0,1.62,3.75,6.0,1.62,3.8,5.75,1.59,4.13,6.47,1.55,4.23,7.25,2015-16
F1,2015-10-03,Troyes,Guingamp,0.0,1.0,A,0.0,0.0,D,12.0,18.0,2.0,7.0,22.0,16.0,5.0,4.0,1.0,2.0,1.0,0.0,2.63,3.1,2.88,2.65,3.0,2.8,2.72,3.26,2.85,2.85,3.29,2.74,2015-16
F1,2015-10-04,Caen,St Etienne,1.0,0.0,H,0.0,0.0,D,14.0,10.0,7.0,3.0,11.0,13.0,5.0,7.0,0.0,3.0,0.0,0.0,2.45,3.2,2.88,2.55,3.1,3.0,2.61,3.31,2.98,2.44,3.31,3.24,2015-16
F1,2015-10-04,Lorient,Bordeaux,3.0,2.0,H,0.0,1.0,A,7.0,9.0,4.0,5.0,8.0,17.0,3.0,5.0,0.0,2.0,1.0,1.0,2.6,3.2,2.8,2.6,3.1,2.75,2.61,3.33,2.93,2.79,3.37,2.74,2015-16
F1,2015-10-04,Monaco,Rennes,1.0,1.0,D,0.0,1.0,A,14.0,8.0,6.0,3.0,14.0,16.0,8.0,3.0,3.0,2.0,0.0,0.0,1.85,3.4,4.75,1.91,3.4,4.25,1.87,3.49,4.92,1.81,3.71,5.02,2015-16
F1,2015-10-04,Paris SG,Marseille,2.0,1.0,H,2.0,1.0,H,16.0,13.0,8.0,8.0,13.0,12.0,4.0,6.0,2.0,3.0,0.0,0.0,1.33,5.0,10.0,1.37,5.0,10.0,1.36,5.24,10.39,1.33,5.53,11.12,2015-16
F1,2015-10-16,Monaco,Lyon,1.0,1.0,D,1.0,0.0,H,12.0,18.0,4.0,6.0,19.0,16.0,3.0,4.0,2.0,2.0,1.0,0.0,2.55,3.2,2.9,2.65,3.0,3.05,2.72,3.22,2.93,2.82,3.25,2.8,2015-16
F1,2015-10-17,Bastia,Paris SG,0.0,2.0,A,0.0,0.0,D,6.0,13.0,2.0,5.0,14.0,15.0,2.0,3.0,3.0,1.0,0.0,0.0,10.0,5.0,1.33,9.5,4.75,1.33,10.76,5.15,1.35,10.33,5.21,1.37,2015-16
F1,2015-10-17,Guingamp,Lille,1.0,1.0,D,1.0,1.0,D,10.0,10.0,2.0,2.0,11.0,25.0,3.0,3.0,1.0,3.0,0.0,1.0,2.6,3.1,2.9,2.7,3.0,2.8,2.73,3.1,2.98,2.63,3.21,3.04,2015-16
F1,2015-10-17,Nantes,Troyes,3.0,0.0,H,1.0,0.0,H,17.0,14.0,4.0,2.0,4.0,8.0,5.0,4.0,0.0,1.0,0.0,0.0,1.95,3.3,4.2,1.95,3.2,4.1,1.97,3.35,4.57,2.03,3.17,4.69,2015-16
