MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,Bet365_HomeWinOdds,Bet365_DrawOdds,Bet365_AwayWinOdds,BW_HomeWinOdds,BW_DrawOdds,BW_AwayWinOdds,Pinnacle_HomeWinOdds,Pinnacle_DrawOdds,Pinnacle_AwayWinOdds,Bet365_CloseHomeWinOdds,Bet365_CloseDrawOdds,Bet365_CloseAwayWinOdds,Pinnacle_CloseHomeWinOdds,Pinnacle_CloseDrawOdds,Pinnacle_CloseAwayWinOdds,Season
2025-11-22,Paris SG,Le Havre,3,0,H,1,0,H,31,12,11,4,10,8,6,4,2,1,0,0,1.18,7.5,12.0,1.18,7.5,15.0,1.16,9.07,14.62,1.22,6.5,11.0,1.21,7.28,13.39,2025-26
2025-11-23,Auxerre,Lyon,0,0,D,0,0,D,12,16,5,7,10,11,7,11,1,3,0,0,3.9,3.4,2.0,3.8,3.4,1.98,3.86,3.53,2.03,3.9,3.5,1.95,4.06,3.54,2.0,2025-26
2025-11-23,Brest,Metz,3,2,H,1,1,D,20,7,7,3,11,8,6,2,2,3,0,0,1.8,3.75,4.33,1.77,3.75,4.4,1.85,3.81,4.3,1.85,3.75,4.0,1.85,3.83,4.38,2025-26
2025-11-23,Nantes,Lorient,1,1,D,0,1,A,9,7,1,1,17,17,1,1,1,1,0,0,2.63,3.3,2.7,2.55,3.3,2.7,2.65,3.49,2.71,3.0,3.3,2.4,3.1,3.4,2.44,2025-26
2025-11-23,Toulouse,Angers,0,1,A,0,1,A,25,6,6,2,15,15,11,1,1,3,0,0,1.6,3.8,6.0,1.63,3.9,5.5,1.62,3.97,5.96,1.7,3.6,5.5,1.69,3.75,5.74,2025-26
2025-11-23,Lille,Paris FC,4,2,H,1,1,D,17,6,10,3,9,12,9,4,1,2,0,0,1.62,4.0,5.5,1.61,4.1,5.25,1.62,4.34,5.28,1.67,3.9,5.0,1.7,4.03,5.15,2025-26
2025-11-28,Metz,Rennes,0,1,A,0,1,A,16,9,5,2,9,8,6,3,0,0,0,0,4.0,3.6,1.85,3.7,3.75,1.93,4.0,3.97,1.89,3.75,3.8,1.85,3.76,3.94,1.96,2025-26
2025-11-29,Monaco,Paris SG,1,0,H,0,0,D,10,17,5,4,10,13,4,4,3,1,1,0,5.0,4.33,1.6,4.8,4.5,1.6,5.1,4.59,1.6,4.33,4.2,1.7,4.62,4.41,1.69,2025-26
2025-11-29,Paris FC,Auxerre,1,1,D,1,1,D,11,11,2,3,11,17,4,3,2,1,0,0,1.8,3.6,4.5,1.82,3.7,4.2,1.82,3.81,4.49,1.85,3.5,4.2,1.9,3.61,4.4,2025-26
2025-11-29,Marseille,Toulouse,2,2,D,0,1,A,20,6,5,4,7,10,9,1,2,1,0,0,1.6,3.9,6.0,1.62,4.0,5.25,1.62,4.17,5.51,1.67,3.9,4.75,1.68,4.04,5.22,2025-26
2025-11-30,Strasbourg,Brest,1,2,A,1,0,H,14,7,6,4,12,14,5,0,0,3,0,0,1.8,3.75,4.33,1.83,3.75,4.1,1.83,3.83,4.4,1.8,3.8,4.33,1.84,3.87,4.33,2025-26
2025-11-30,Angers,Lens,1,2,A,0,1,A,7,17,5,6,7,11,2,8,1,1,0,0,4.75,3.8,1.75,4.5,3.75,1.75,4.78,3.88,1.76,4.75,4.0,1.7,5.48,3.86,1.7,2025-26
2025-11-30,Le Havre,Lille,0,1,A,0,0,D,14,8,7,2,15,13,6,2,1,3,0,1,4.33,3.6,1.85,4.1,3.6,1.87,4.31,3.7,1.88,4.75,3.7,1.75,4.64,3.79,1.81,2025-26
2025-11-30,Lorient,Nice,3,1,H,2,1,H,18,9,7,2,7,11,3,7,1,2,0,0,2.45,3.3,2.88,2.4,3.4,2.85,2.45,3.38,3.03,2.35,3.4,3.0,2.44,3.46,3.03,2025-26
2025-11-30,Lyon,Nantes,3,0,H,0,0,D,20,6,8,2,14,9,7,0,1,2,0,1,1.42,4.75,7.0,1.46,4.6,6.75,1.45,4.83,7.17,1.4,4.75,8.0,1.42,4.9,7.88,2025-26
2025-12-05,Brest,Monaco,1,0,H,1,0,H,12,10,4,2,17,15,2,3,2,4,1,0,3.3,3.9,2.0,3.25,3.8,2.05,3.45,3.94,2.06,3.3,3.8,2.0,3.55,3.82,2.06,2025-26
2025-12-05,Lille,Marseille,1,0,H,1,0,H,5,6,2,2,9,11,2,5,1,1,0,0,2.3,3.6,2.9,2.45,3.4,2.8,2.39,3.58,3.03,2.38,3.5,3.0,2.42,3.48,3.06,2025-26
2025-12-06,Nantes,Lens,1,2,A,1,1,D,10,20,4,6,8,13,1,12,2,0,0,0,4.75,3.9,1.7,4.75,4.0,1.66,4.98,4.09,1.69,5.0,3.9,1.67,5.17,3.9,1.71,2025-26
2025-12-06,Toulouse,Strasbourg,1,0,H,1,0,H,6,3,3,0,21,13,1,2,3,3,0,0,2.5,3.4,2.8,2.45,3.4,2.75,2.58,3.42,2.83,2.6,3.3,2.8,2.65,3.32,2.87,2025-26
2025-12-06,Paris SG,Rennes,5,0,H,2,0,H,20,6,9,2,9,5,8,6,0,3,0,1,1.3,6.5,7.5,1.3,6.25,8.25,1.31,6.21,8.64,1.3,6.25,8.0,1.3,6.31,8.96,2025-26
2025-12-07,Nice,Angers,0,1,A,0,1,A,13,8,3,4,11,9,4,1,1,1,1,0,1.95,3.6,3.8,1.9,3.7,3.75,2.02,3.62,3.79,1.75,3.7,4.75,1.8,3.77,4.78,2025-26
2025-12-07,Auxerre,Metz,3,1,H,2,1,H,14,5,7,3,10,12,5,3,2,1,0,0,2.0,3.5,3.75,2.0,3.5,3.7,2.01,3.52,3.96,2.0,3.4,3.75,2.06,3.52,3.87,2025-26
2025-12-07,Le Havre,Paris FC,0,0,D,0,0,D,13,13,2,2,10,13,7,2,0,2,0,0,2.7,3.2,2.7,2.6,3.4,2.6,2.72,3.3,2.76,2.9,3.1,2.63,2.97,3.24,2.62,2025-26
2025-12-07,Lorient,Lyon,1,0,H,1,0,H,14,7,6,4,12,21,1,7,2,2,0,1,3.2,3.5,2.2,3.1,3.5,2.25,3.32,3.58,2.21,3.75,3.4,2.05,3.82,3.47,2.09,2025-26
2025-12-12,Angers,Nantes,4,1,H,1,0,H,20,7,9,4,17,13,6,3,1,2,0,0,2.15,3.2,3.6,2.15,3.1,3.7,2.19,3.27,3.77,2.15,3.2,3.6,2.2,3.23,3.79,2025-26
2025-12-13,Rennes,Brest,3,1,H,2,1,H,9,14,5,7,16,22,5,7,2,3,0,0,1.83,3.75,4.1,1.83,3.8,4.0,1.84,3.93,4.2,1.85,3.8,4.0,1.88,3.88,4.16,2025-26
2025-12-13,Metz,Paris SG,2,3,A,1,2,A,9,14,5,9,10,10,4,4,2,1,0,0,10.0,6.5,1.25,10.0,6.5,1.25,10.74,6.84,1.24,9.0,6.5,1.27,10.63,6.79,1.26,2025-26
2025-12-13,Paris FC,Toulouse,0,3,A,0,2,A,9,7,2,4,12,14,7,4,3,1,0,0,2.4,3.4,2.88,2.4,3.4,2.87,2.48,3.31,3.05,2.75,3.2,2.7,2.78,3.19,2.83,2025-26
2025-12-14,Lyon,Le Havre,1,0,H,0,0,D,18,10,4,4,14,18,5,4,2,4,0,0,1.6,4.1,5.25,1.6,3.9,5.75,1.6,4.12,5.85,1.6,4.2,5.0,1.64,4.11,5.66,2025-26
2025-12-14,Auxerre,Lille,3,4,A,0,1,A,18,8,8,5,21,10,10,3,5,2,2,2,4.5,3.6,1.8,4.5,3.6,1.78,4.46,3.76,1.83,4.5,3.3,1.9,4.4,3.46,1.95,2025-26
2025-12-14,Lens,Nice,2,0,H,1,0,H,15,8,5,4,17,13,2,5,0,2,0,0,1.48,4.5,6.25,1.5,4.5,6.0,1.49,4.72,6.49,1.57,4.5,5.25,1.56,4.65,5.68,2025-26
2025-12-14,Strasbourg,Lorient,0,0,D,0,0,D,12,10,2,2,6,3,11,3,1,0,0,0,1.73,3.7,4.75,1.73,3.8,4.6,1.75,3.96,4.72,1.75,3.8,4.33,1.82,3.8,4.62,2025-26
2025-12-14,Marseille,Monaco,1,0,H,0,0,D,18,18,8,7,11,11,3,7,2,1,0,0,1.9,3.75,3.75,1.87,3.9,3.75,1.93,3.93,3.81,2.05,3.5,3.5,2.09,3.63,3.65,2025-26
2026-01-02,Toulouse,Lens,0,3,A,0,0,D,8,16,2,7,16,16,2,8,2,3,1,0,2.45,3.1,2.55,2.5,3.3,2.75,2.64,3.35,2.86,2.55,3.2,2.88,2.58,3.26,3.0,2025-26
2026-01-03,Monaco,Lyon,1,3,A,1,1,D,6,13,2,9,14,12,7,2,2,3,1,0,2.0,3.75,3.5,2.0,3.8,3.3,2.09,3.89,3.36,2.05,3.75,3.4,2.12,3.71,3.48,2025-26
2026-01-03,Nice,Strasbourg,1,1,D,0,1,A,19,8,6,5,12,12,5,7,1,2,0,0,2.7,3.4,2.6,2.65,3.4,2.6,2.72,3.53,2.61,3.1,3.4,2.25,3.44,3.52,2.21,2025-26
2026-01-03,Lille,Rennes,0,2,A,0,0,D,13,18,3,4,4,14,4,7,1,1,1,0,1.9,3.7,4.0,1.88,3.7,3.9,1.89,3.67,4.27,1.73,4.0,4.75,1.76,3.92,4.78,2025-26
2026-01-04,Marseille,Nantes,0,2,A,0,1,A,11,15,4,9,17,20,6,3,2,3,2,0,1.22,6.5,12.0,1.25,6.5,10.5,1.23,6.8,11.54,1.25,6.25,9.5,1.27,6.42,10.55,2025-26
2026-01-04,Brest,Auxerre,2,0,H,1,0,H,11,10,4,1,16,9,7,6,3,2,0,0,1.91,3.4,4.2,1.9,3.5,4.1,1.96,3.33,4.47,1.9,3.4,4.33,2.01,3.38,4.27,2025-26
2026-01-04,Le Havre,Angers,2,1,H,1,0,H,11,9,6,3,15,8,6,6,1,1,0,0,2.05,3.3,3.7,2.1,3.25,3.6,2.08,3.38,3.87,2.38,3.2,3.1,2.47,3.28,3.14,2025-26
2026-01-04,Lorient,Metz,1,1,D,0,1,A,16,8,5,2,9,8,4,4,1,2,0,0,1.8,3.5,4.75,1.78,3.7,4.4,1.81,3.83,4.51,1.85,3.7,4.2,1.84,3.78,4.52,2025-26
2026-01-04,Paris SG,Paris FC,2,1,H,1,0,H,20,6,6,3,7,4,7,1,1,0,0,0,1.17,7.5,17.0,1.19,7.5,13.5,1.21,6.53,16.75,1.13,8.5,19.0,1.15,9.78,17.0,2025-26
2026-01-16,Monaco,Lorient,1,3,A,0,0,D,14,14,7,4,16,9,4,3,1,0,0,0,1.65,4.2,4.75,1.65,4.33,4.6,,,,1.62,4.2,5.0,,,,2025-26
2026-01-16,Paris SG,Lille,3,0,H,1,0,H,13,7,7,4,14,6,4,2,0,1,0,0,1.3,5.75,8.0,1.35,5.5,7.75,,,,1.27,6.25,9.0,,,,2025-26
2026-01-17,Lens,Auxerre,1,0,H,0,0,D,19,5,7,0,19,20,1,5,2,5,0,0,1.42,4.5,7.5,1.44,4.6,6.75,,,,1.48,4.2,6.5,,,,2025-26
2026-01-17,Toulouse,Nice,5,1,H,2,0,H,22,15,10,6,12,17,6,7,1,2,0,0,1.95,3.5,3.9,1.93,3.6,3.8,,,,1.95,3.4,3.9,,,,2025-26
2026-01-17,Angers,Marseille,2,5,A,1,4,A,7,23,3,11,9,8,6,2,1,1,0,0,5.75,4.0,1.6,5.25,4.1,1.61,,,,5.5,4.2,1.57,,,,2025-26
2026-01-18,Strasbourg,Metz,2,1,H,2,1,H,14,9,6,2,12,12,4,1,2,3,0,0,1.53,4.33,5.75,1.55,4.5,5.25,,,,1.42,4.75,7.5,,,,2025-26
2026-01-18,Nantes,Paris FC,1,2,A,0,1,A,5,10,1,3,16,14,1,2,1,3,0,0,3.0,3.2,2.45,3.0,3.25,2.37,,,,2.5,2.9,2.7,,,,2025-26
2026-01-18,Rennes,Le Havre,1,1,D,0,0,D,19,7,7,4,18,14,10,6,1,4,0,0,1.67,3.9,5.25,1.68,4.0,4.8,,,,1.62,4.2,5.0,,,,2025-26
2026-01-18,Lyon,Brest,2,1,H,2,0,H,19,5,6,2,18,9,5,0,2,0,0,1,1.67,4.0,5.0,1.63,4.2,4.8,,,,1.67,3.9,5.25,,,,2025-26
2026-01-23,Auxerre,Paris SG,0,1,A,0,0,D,8,16,0,8,10,12,2,7,0,1,0,0,11.0,5.5,1.29,9.0,5.75,1.31,,,,8.0,5.0,1.38,,,,2025-26
2026-01-24,Rennes,Lorient,0,2,A,0,1,A,22,6,5,4,18,7,9,3,2,0,0,0,1.85,3.7,4.1,1.9,3.6,3.8,,,,1.8,3.7,4.33,,,,2025-26
2026-01-24,Le Havre,Monaco,0,0,D,0,0,D,7,10,1,2,9,20,5,6,0,3,0,0,3.4,3.8,2.0,3.3,3.8,2.05,,,,4.0,3.9,1.8,,,,2025-26
2026-01-24,Marseille,Lens,3,1,H,2,0,H,10,7,5,2,18,16,2,2,0,3,0,0,2.0,3.75,3.4,2.05,3.75,3.3,,,,2.05,3.8,3.25,,,,2025-26
2026-01-25,Nantes,Nice,1,4,A,1,3,A,20,7,5,4,11,15,4,2,2,3,0,0,2.9,3.5,2.38,2.95,3.6,2.25,,,,2.7,3.3,2.63,,,,2025-26
2026-01-25,Brest,Toulouse,0,2,A,0,2,A,13,8,5,5,16,16,3,2,2,3,0,0,2.8,3.1,2.7,2.7,3.1,2.7,,,,2.9,2.9,2.63,,,,2025-26
2026-01-25,Metz,Lyon,2,5,A,1,4,A,15,13,6,10,10,5,6,4,1,0,0,0,4.75,3.9,1.7,4.5,4.0,1.7,,,,5.25,3.75,1.67,,,,2025-26
2026-01-25,Paris FC,Angers,0,0,D,0,0,D,8,7,1,1,14,7,2,1,1,1,0,0,1.83,3.4,4.75,1.87,3.5,4.2,,,,1.9,3.3,4.75,,,,2025-26
2026-01-25,Lille,Strasbourg,1,4,A,0,2,A,20,15,6,6,11,13,8,1,2,2,0,0,2.0,3.5,3.6,2.0,3.6,3.5,,,,2.5,3.2,2.9,,,,2025-26
2026-01-30,Lens,Le Havre,1,0,H,1,0,H,15,8,3,2,20,10,4,3,1,2,0,0,1.4,5.0,7.0,1.41,5.0,6.75,,,,1.45,4.5,6.5,,,,2025-26
2026-01-31,Paris FC,Marseille,2,2,D,0,1,A,9,18,4,4,12,15,4,4,1,4,0,0,3.8,3.8,1.9,3.75,3.8,1.88,,,,4.33,3.9,1.75,,,,2025-26
2026-01-31,Lorient,Nantes,2,1,H,1,0,H,5,10,4,2,12,18,1,4,4,5,0,0,1.83,3.5,4.5,1.83,3.6,4.2,,,,1.9,3.4,4.33,,,,2025-26
2026-01-31,Monaco,Rennes,4,0,H,1,0,H,14,8,6,4,15,9,5,2,1,2,0,0,2.0,3.9,3.3,2.05,3.9,3.2,,,,1.95,4.0,3.5,,,,2025-26
2026-02-01,Lyon,Lille,1,0,H,1,0,H,4,11,2,4,15,11,2,7,1,4,0,0,1.91,3.7,3.8,1.88,3.7,3.9,,,,2.25,3.5,3.1,,,,2025-26
2026-02-01,Angers,Metz,1,0,H,1,0,H,17,5,7,0,11,11,4,3,2,2,0,1,2.1,3.3,3.6,2.1,3.4,3.5,,,,2.15,3.25,3.5,,,,2025-26
2026-02-01,Nice,Brest,2,2,D,0,2,A,15,12,7,2,15,21,6,5,5,3,0,0,2.1,3.3,3.7,2.1,3.5,3.4,,,,2.25,3.3,3.3,,,,2025-26
2026-02-01,Toulouse,Auxerre,0,0,D,0,0,D,12,8,4,2,12,13,5,4,1,2,0,0,1.75,3.6,5.0,1.75,3.5,5.0,,,,1.75,3.5,5.0,,,,2025-26
2026-02-01,Strasbourg,Paris SG,1,2,A,1,1,D,9,13,4,4,8,6,5,6,1,0,0,1,4.75,4.5,1.62,5.0,4.4,1.6,,,,5.0,4.33,1.62,,,,2025-26
2026-02-06,Metz,Lille,0,0,D,0,0,D,6,16,2,1,12,9,1,6,1,1,0,0,6.0,4.2,1.55,5.5,4.1,1.58,,,,6.5,4.33,1.5,,,,2025-26
2026-02-07,Lens,Rennes,3,1,H,1,1,D,10,14,3,1,13,17,4,4,4,2,1,0,1.75,3.8,4.5,1.78,3.9,4.1,,,,1.62,4.2,5.0,,,,2025-26
2026-02-07,Brest,Lorient,2,0,H,0,0,D,11,13,5,2,11,10,7,7,2,0,0,0,2.2,3.1,3.5,2.25,3.2,3.3,,,,2.3,3.0,3.5,,,,2025-26
2026-02-07,Nantes,Lyon,0,1,A,0,1,A,13,10,2,3,13,11,5,4,4,2,0,1,4.75,3.75,1.73,4.8,3.7,1.72,,,,4.75,3.75,1.75,,,,2025-26
2026-02-08,Nice,Monaco,0,0,D,0,0,D,13,10,3,2,10,11,8,6,2,2,0,0,3.1,3.75,2.15,3.0,3.75,2.15,,,,3.4,3.8,2.0,,,,2025-26
2026-02-08,Angers,Toulouse,1,0,H,0,0,D,12,12,4,5,11,16,3,5,3,2,0,0,3.4,3.2,2.25,3.4,3.2,2.2,,,,3.5,3.1,2.2,,,,2025-26
2026-02-08,Auxerre,Paris FC,0,0,D,0,0,D,12,8,2,4,8,12,7,4,1,4,0,0,2.45,3.3,2.9,2.55,3.2,2.85,,,,2.45,3.3,2.9,,,,2025-26
2026-02-08,Le Havre,Strasbourg,2,1,H,1,1,D,15,10,7,3,15,12,9,3,2,1,0,1,4.0,3.5,1.91,4.1,3.5,1.9,,,,4.1,3.6,1.85,,,,2025-26
2026-02-08,Paris SG,Marseille,5,0,H,2,0,H,22,9,7,3,11,18,5,2,2,2,0,0,1.42,5.25,6.0,1.42,5.25,6.25,,,,1.44,5.0,6.0,,,,2025-26
2026-02-13,Rennes,Paris SG,3,1,H,1,0,H,13,22,4,7,10,9,5,8,0,0,0,0,7.0,5.0,1.4,6.5,5.25,1.4,,,,7.5,5.25,1.36,,,,2025-26
2026-02-13,Monaco,Nantes,3,1,H,3,1,H,12,13,6,2,15,8,9,3,5,2,1,0,1.48,4.33,7.0,1.46,4.8,6.0,,,,1.42,4.75,7.0,,,,2025-26
2026-02-14,Marseille,Strasbourg,2,2,D,1,0,H,10,12,6,4,11,10,5,5,4,2,0,0,1.67,4.2,4.5,1.7,4.0,4.5,,,,2.05,3.75,3.3,,,,2025-26
2026-02-14,Lille,Brest,1,1,D,0,0,D,20,11,5,4,6,12,13,1,0,1,0,0,1.73,3.6,5.0,1.73,3.8,4.5,,,,1.6,3.9,6.0,,,,2025-26
2026-02-14,Paris FC,Lens,0,5,A,0,2,A,11,17,6,6,13,9,3,5,2,1,0,0,4.0,3.6,1.85,3.9,3.6,1.9,,,,3.8,3.5,1.95,,,,2025-26
2026-02-15,Le Havre,Toulouse,2,1,H,1,1,D,5,25,2,9,7,16,1,10,1,4,1,0,3.4,3.1,2.3,3.3,3.2,2.25,,,,3.5,3.1,2.3,,,,2025-26
2026-02-15,Lorient,Angers,2,0,H,1,0,H,8,10,2,3,7,8,3,2,0,0,0,0,1.91,3.2,4.5,1.95,3.2,4.33,,,,1.95,3.1,4.5,,,,2025-26
2026-02-15,Metz,Auxerre,1,3,A,0,1,A,13,14,4,3,13,12,4,3,2,3,0,0,2.88,3.0,2.63,2.75,3.1,2.7,,,,3.0,3.0,2.55,,,,2025-26
2026-02-15,Lyon,Nice,2,0,H,1,0,H,9,10,2,3,16,12,8,5,3,1,0,0,1.62,3.9,5.5,1.62,4.2,5.0,,,,1.8,3.75,4.33,,,,2025-26
2026-02-20,Brest,Marseille,2,0,H,2,0,H,12,17,4,4,10,17,3,2,1,4,0,0,3.8,3.6,1.9,3.7,3.6,1.95,,,,3.9,3.75,1.85,,,,2025-26
2026-02-21,Lens,Monaco,2,3,A,1,0,H,18,10,7,5,13,12,7,2,2,1,0,0,1.65,4.33,4.75,1.66,4.2,4.6,,,,1.73,4.2,4.2,,,,2025-26
2026-02-21,Toulouse,Paris FC,1,1,D,0,1,A,23,5,10,2,13,7,12,3,1,5,0,0,1.85,3.4,4.5,1.93,3.4,4.1,,,,2.0,3.3,3.9,,,,2025-26
2026-02-21,Paris SG,Metz,3,0,H,2,0,H,17,3,7,0,9,15,4,1,0,2,0,0,1.14,9.0,13.0,1.14,9.25,12.0,,,,1.13,9.0,15.0,,,,2025-26
2026-02-22,Auxerre,Rennes,0,3,A,0,3,A,11,12,2,7,17,22,4,5,1,4,0,0,2.9,3.4,2.35,2.9,3.4,2.35,,,,2.88,3.4,2.45,,,,2025-26
2026-02-22,Angers,Lille,0,1,A,0,1,A,6,14,2,5,14,11,1,7,3,1,0,0,4.2,3.5,1.85,4.1,3.5,1.9,,,,4.75,3.6,1.75,,,,2025-26
2026-02-22,Nantes,Le Havre,2,0,H,2,0,H,9,6,2,1,17,13,5,6,4,3,0,0,2.4,3.3,2.9,2.4,3.3,2.95,,,,2.38,3.3,3.0,,,,2025-26
2026-02-22,Nice,Lorient,3,3,D,2,1,H,8,17,4,5,15,4,3,7,2,3,0,0,2.05,3.6,3.4,2.1,3.6,3.3,,,,2.15,3.4,3.4,,,,2025-26
2026-02-22,Strasbourg,Lyon,3,1,H,1,0,H,13,4,7,2,11,12,4,2,1,2,0,0,2.3,3.6,2.9,2.37,3.5,2.8,,,,2.2,3.5,3.2,,,,2025-26
2026-02-27,Strasbourg,Lens,1,1,D,1,0,H,8,25,5,5,9,8,2,8,2,2,0,0,2.2,3.6,3.1,2.2,3.6,3.0,,,,2.2,3.6,3.1,,,,2025-26
2026-02-28,Rennes,Toulouse,1,0,H,1,0,H,10,9,2,2,9,13,6,1,1,3,0,0,1.95,3.5,3.7,2.0,3.5,3.6,,,,1.95,3.6,3.7,,,,2025-26
2026-02-28,Monaco,Angers,2,0,H,0,0,D,10,6,4,2,9,10,5,2,0,3,0,0,1.5,4.33,6.5,1.52,4.6,5.75,,,,1.42,4.75,7.0,,,,2025-26
2026-02-28,Le Havre,Paris SG,0,1,A,0,1,A,10,22,2,9,12,10,3,3,3,0,0,0,8.0,6.25,1.3,8.5,5.75,1.31,,,,8.5,5.75,1.3,,,,2025-26
2026-03-01,Paris FC,Nice,1,0,H,1,0,H,16,11,6,3,7,8,8,6,6,3,1,0,2.4,3.4,2.9,2.37,3.4,2.9,,,,2.4,3.5,2.88,,,,2025-26
2026-03-01,Lille,Nantes,1,0,H,0,0,D,9,3,3,1,11,15,4,1,3,1,0,0,1.45,4.5,7.0,1.47,4.5,6.5,,,,1.5,4.2,6.5,,,,2025-26
2026-03-01,Lorient,Auxerre,2,2,D,2,2,D,15,10,5,3,11,10,3,7,1,3,0,0,2.05,3.25,3.9,2.05,3.3,3.8,,,,2.1,3.25,3.75,,,,2025-26
2026-03-01,Metz,Brest,0,1,A,0,0,D,24,6,6,1,14,11,12,4,2,1,0,1,3.6,3.4,2.1,3.4,3.4,2.1,,,,3.8,3.4,2.0,,,,2025-26
2026-03-01,Marseille,Lyon,3,2,H,0,1,A,18,12,7,6,16,8,8,1,3,2,0,0,1.95,3.6,3.8,1.98,3.75,3.5,,,,1.91,3.75,3.75,,,,2025-26
2026-03-06,Paris SG,Monaco,1,3,A,0,1,A,20,11,6,6,12,6,7,3,1,3,0,0,1.36,5.5,7.0,1.36,5.75,6.75,,,,1.38,5.25,7.0,,,,2025-26
2026-03-07,Nantes,Angers,0,1,A,0,0,D,13,11,3,4,14,19,3,4,1,1,0,0,2.2,3.0,3.6,2.2,3.2,3.4,,,,2.2,2.9,3.75,,,,2025-26
2026-03-07,Auxerre,Strasbourg,0,0,D,0,0,D,10,13,4,5,10,11,5,4,1,2,0,0,3.6,3.3,2.1,3.4,3.4,2.1,,,,3.4,3.2,2.25,,,,2025-26
2026-03-07,Toulouse,Marseille,0,1,A,0,1,A,12,10,2,3,15,14,4,2,2,3,0,0,2.9,3.5,2.35,2.9,3.5,2.3,,,,2.9,3.4,2.1,,,,2025-26
2026-03-08,Lens,Metz,3,0,H,1,0,H,24,5,7,0,12,17,6,4,0,3,0,0,1.27,5.75,11.0,1.27,6.0,9.75,,,,1.27,5.75,10.0,,,,2025-26
2026-03-08,Brest,Le Havre,2,0,H,1,0,H,11,14,2,0,15,17,1,3,3,1,0,0,1.91,3.5,4.1,1.93,3.5,4.0,,,,1.9,3.4,4.33,,,,2025-26
2026-03-08,Lille,Lorient,1,1,D,0,0,D,12,9,2,5,14,13,5,1,4,1,0,0,1.55,4.1,6.0,1.6,4.0,5.5,,,,1.53,4.1,6.0,,,,2025-26
2026-03-08,Nice,Rennes,0,4,A,0,2,A,14,12,2,6,9,8,7,1,2,1,0,0,2.88,3.5,2.35,2.75,3.6,2.4,,,,2.7,3.4,2.55,,,,2025-26
2026-03-08,Lyon,Paris FC,1,1,D,0,0,D,14,14,4,4,7,9,8,2,2,0,0,0,1.67,3.8,5.25,1.66,4.0,4.8,,,,1.9,3.4,4.5,,,,2025-26
2026-03-13,Marseille,Auxerre,1,0,H,0,0,D,16,8,3,3,12,17,9,2,4,2,0,0,1.42,5.0,6.5,1.44,4.8,6.25,,,,1.44,4.5,7.0,,,,2025-26
2026-03-14,Lorient,Lens,2,1,H,1,0,H,6,20,3,6,6,11,1,10,2,3,0,0,4.2,3.7,1.85,3.9,3.7,1.9,,,,5.25,3.9,1.65,,,,2025-26
2026-03-14,Angers,Nice,0,2,A,0,0,D,11,12,1,8,10,13,7,6,1,3,0,0,2.9,3.3,2.5,2.95,3.3,2.4,,,,3.25,3.1,2.38,,,,2025-26
2026-03-14,Monaco,Brest,2,0,H,1,0,H,10,13,4,1,9,8,3,8,2,1,0,0,1.67,4.2,4.5,1.68,4.1,4.6,,,,1.57,4.1,5.5,,,,2025-26
2026-03-15,Strasbourg,Paris FC,0,0,D,0,0,D,12,11,3,2,11,17,12,4,1,0,0,0,1.75,3.7,4.75,1.75,3.9,4.4,,,,1.7,3.9,5.0,,,,2025-26
2026-03-15,Le Havre,Lyon,0,0,D,0,0,D,12,13,4,4,7,16,2,2,1,3,1,0,3.75,3.4,2.0,3.6,3.4,2.05,,,,3.4,3.3,2.15,,,,2025-26
2026-03-15,Metz,Toulouse,3,4,A,2,3,A,17,19,8,6,10,13,4,4,0,3,0,0,4.0,3.4,1.95,3.9,3.3,2.0,,,,4.0,3.4,1.95,,,,2025-26
2026-03-15,Rennes,Lille,1,2,A,0,1,A,12,8,4,3,16,7,5,2,2,5,0,0,2.2,3.4,3.25,2.25,3.4,3.2,,,,2.2,3.3,3.4,,,,2025-26
2026-03-20,Lens,Angers,5,1,H,3,0,H,26,16,9,5,7,5,7,3,0,0,0,0,1.22,6.5,12.0,1.25,6.25,11.0,,,,1.2,6.5,12.0,,,,2025-26
2026-03-21,Toulouse,Lorient,1,0,H,0,0,D,12,7,4,2,9,10,1,4,2,3,0,0,1.95,3.1,4.5,2.0,3.1,4.1,,,,1.85,3.25,4.75,,,,2025-26
2026-03-21,Auxerre,Brest,3,0,H,1,0,H,11,9,7,2,10,14,6,3,0,4,1,0,2.38,3.1,3.25,2.35,3.25,3.1,,,,2.25,3.1,3.5,,,,2025-26
2026-03-21,Nice,Paris SG,0,4,A,0,1,A,6,17,1,10,12,5,2,5,0,1,1,0,8.0,5.5,1.36,7.25,5.5,1.36,,,,6.5,4.75,1.44,,,,2025-26
2026-03-22,Lyon,Monaco,1,2,A,1,0,H,15,21,4,7,11,19,2,6,1,3,1,0,2.75,3.5,2.5,2.65,3.6,2.5,,,,2.63,3.5,2.55,,,,2025-26
2026-03-22,Marseille,Lille,1,2,A,1,0,H,14,11,3,4,8,6,6,4,1,3,0,0,1.91,3.75,3.8,1.9,3.7,3.8,,,,1.85,3.75,4.0,,,,2025-26
