Div,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,Bet365_HomeWinOdds,Bet365_DrawOdds,Bet365_AwayWinOdds,BW_HomeWinOdds,BW_DrawOdds,BW_AwayWinOdds,Pinnacle_HomeWinOdds,Pinnacle_DrawOdds,Pinnacle_AwayWinOdds,Bet365_CloseHomeWinOdds,Bet365_CloseDrawOdds,Bet365_CloseAwayWinOdds,Pinnacle_CloseHomeWinOdds,Pinnacle_CloseDrawOdds,Pinnacle_CloseAwayWinOdds,Season
F1,2023-08-11,Nice,Lille,1,1,D,1,0,H,8,12,3,5,13,9,3,3,3,2,0,0,2.6,3.5,2.7,2.6,3.4,2.65,2.63,3.47,2.83,2.45,3.5,2.9,2.5,3.48,2.99,2023-24
F1,2023-08-12,Marseille,Reims,2,1,H,1,1,D,14,11,4,4,7,16,10,10,1,3,0,0,1.7,4.0,4.75,1.65,4.1,4.8,1.73,4.04,4.89,1.95,3.75,3.8,2.01,3.72,3.91,2023-24
F1,2023-08-12,Paris SG,Lorient,0,0,D,0,0,D,20,4,4,0,8,6,9,2,0,0,0,0,1.33,5.5,7.5,1.32,5.5,9.0,1.35,5.73,8.38,1.4,4.75,7.0,1.44,4.81,7.83,2023-24
F1,2023-08-13,Brest,Lens,3,2,H,1,2,A,15,10,8,2,13,15,6,8,2,3,0,1,4.0,3.5,1.91,3.9,3.5,1.93,4.01,3.62,1.99,3.5,3.2,2.15,3.72,3.33,2.2,2023-24
F1,2023-08-13,Clermont,Monaco,2,4,A,1,2,A,15,14,7,8,7,16,6,2,0,4,0,0,3.6,3.6,2.0,3.5,3.7,2.0,3.69,3.8,2.02,3.0,3.4,2.38,3.06,3.53,2.43,2023-24
F1,2023-08-13,Montpellier,Le Havre,2,2,D,0,1,A,15,12,5,4,8,12,5,2,1,2,0,0,1.91,3.6,4.0,1.88,3.5,4.2,2.04,3.47,3.99,1.7,3.8,5.0,1.73,3.82,5.41,2023-24
F1,2023-08-13,Nantes,Toulouse,1,2,A,1,0,H,9,9,4,5,14,14,7,5,2,2,0,0,2.5,3.4,2.75,2.5,3.4,2.75,2.66,3.36,2.82,3.0,3.4,2.3,3.09,3.48,2.43,2023-24
F1,2023-08-13,Rennes,Metz,5,1,H,1,1,D,29,9,14,3,7,10,5,4,0,2,0,0,1.4,4.75,7.5,1.41,4.75,7.5,1.42,5.07,7.64,1.62,4.2,4.75,1.69,4.21,5.13,2023-24
F1,2023-08-13,Strasbourg,Lyon,2,1,H,0,0,D,8,23,2,7,8,11,1,6,2,2,0,0,2.55,3.6,2.55,2.6,3.6,2.5,2.61,3.55,2.76,2.45,3.6,2.7,2.55,3.6,2.83,2023-24
F1,2023-08-18,Metz,Marseille,2,2,D,0,1,A,10,22,5,5,15,9,4,9,3,2,1,0,5.0,4.0,1.67,4.75,3.9,1.7,4.96,4.13,1.72,4.75,4.0,1.7,4.86,4.0,1.76,2023-24
F1,2023-08-19,Lyon,Montpellier,1,4,A,0,2,A,7,14,3,8,20,10,6,2,4,1,1,0,1.7,4.2,4.33,1.7,4.1,4.5,1.72,4.25,4.67,1.85,4.0,3.6,1.93,4.08,3.84,2023-24
F1,2023-08-19,Toulouse,Paris SG,1,1,D,0,0,D,8,16,2,3,8,11,5,5,0,3,0,0,4.75,4.2,1.65,4.75,4.1,1.66,5.01,4.25,1.68,4.5,4.0,1.73,4.82,4.07,1.74,2023-24
F1,2023-08-20,Lille,Nantes,2,0,H,0,0,D,18,14,8,4,8,15,7,5,0,2,1,0,1.4,5.0,7.0,1.41,4.8,7.25,1.43,4.96,7.54,1.44,4.75,6.5,1.47,4.9,7.07,2023-24
F1,2023-08-20,Le Havre,Brest,1,2,A,0,1,A,18,10,7,5,18,15,5,3,0,2,0,0,2.7,3.2,2.7,2.6,3.2,2.75,2.82,3.22,2.76,2.8,3.1,2.75,2.95,3.04,2.83,2023-24
F1,2023-08-20,Lorient,Nice,1,1,D,0,0,D,9,21,2,8,8,10,0,9,1,1,0,0,3.4,3.4,2.15,3.2,3.5,2.2,3.49,3.52,2.19,3.3,3.25,2.25,3.4,3.35,2.33,2023-24
F1,2023-08-20,Reims,Clermont,2,0,H,1,0,H,8,11,4,4,9,6,3,10,0,0,0,0,1.85,3.75,4.0,1.82,3.8,4.1,1.93,3.72,4.1,1.83,3.75,4.0,1.88,3.74,4.46,2023-24
F1,2023-08-20,Monaco,Strasbourg,3,0,H,2,0,H,9,4,4,1,19,16,4,3,2,1,0,0,1.8,4.0,4.0,1.78,4.0,4.1,1.84,4.1,4.13,1.75,4.2,4.0,1.8,4.24,4.32,2023-24
F1,2023-08-20,Lens,Rennes,1,1,D,1,0,H,15,10,4,5,15,10,11,0,2,1,0,0,2.4,3.6,2.75,2.4,3.6,2.75,2.42,3.78,2.86,2.3,3.5,3.0,2.45,3.53,3.02,2023-24
F1,2023-08-25,Nantes,Monaco,3,3,D,2,1,H,3,27,3,10,8,7,1,10,2,2,0,0,4.75,3.8,1.73,,,,4.87,3.81,1.79,4.2,3.8,1.83,4.38,3.78,1.88,2023-24
F1,2023-08-26,Marseille,Brest,2,0,H,1,0,H,15,18,6,7,4,8,3,10,0,1,0,0,1.5,4.0,6.0,,,,1.53,4.48,6.43,1.5,4.2,6.5,1.52,4.57,6.61,2023-24
F1,2023-08-26,Paris SG,Lens,3,1,H,1,0,H,17,12,7,4,8,16,5,5,0,5,0,0,1.6,4.2,5.5,,,,1.63,4.27,5.45,1.65,4.2,5.0,1.67,4.32,5.3,2023-24
F1,2023-08-27,Rennes,Le Havre,2,2,D,2,1,H,22,7,8,3,5,7,5,2,1,2,0,1,1.4,4.5,7.5,,,,1.44,4.76,7.86,1.53,4.2,6.0,1.55,4.37,6.68,2023-24
F1,2023-08-27,Clermont,Metz,0,1,A,0,0,D,16,10,4,5,8,10,10,2,1,1,0,0,1.85,3.6,4.0,,,,1.93,3.83,3.99,1.91,3.6,4.0,1.94,3.71,4.17,2023-24
F1,2023-08-27,Montpellier,Reims,1,3,A,1,2,A,19,12,3,6,9,19,5,3,1,1,0,0,2.4,3.4,2.9,,,,2.41,3.54,3.02,2.2,3.5,3.2,2.29,3.62,3.23,2023-24
F1,2023-08-27,Strasbourg,Toulouse,2,0,H,0,0,D,11,7,3,1,16,17,3,3,1,3,0,0,2.15,3.5,3.3,,,,2.17,3.75,3.32,2.15,3.3,3.4,2.17,3.5,3.62,2023-24
F1,2023-08-27,Lorient,Lille,4,1,H,2,0,H,9,18,6,7,22,12,5,8,2,4,0,0,4.0,3.6,1.91,,,,3.83,3.75,1.99,4.0,3.6,1.91,4.09,3.7,1.97,2023-24
F1,2023-08-27,Nice,Lyon,0,0,D,0,0,D,21,6,4,1,8,14,7,2,1,4,0,0,2.1,3.6,3.4,,,,2.11,3.79,3.44,1.95,3.6,3.6,2.05,3.71,3.76,2023-24
F1,2023-09-01,Nantes,Marseille,1,1,D,1,1,D,10,26,2,9,7,13,2,7,0,2,1,0,5.0,3.8,1.7,4.6,3.9,1.71,4.97,4.02,1.73,5.5,4.33,1.55,5.81,4.26,1.61,2023-24
F1,2023-09-02,Brest,Rennes,0,0,D,0,0,D,13,6,2,3,12,12,7,5,3,1,0,0,3.3,3.5,2.15,3.3,3.7,2.05,3.37,3.68,2.18,3.6,3.5,2.1,3.65,3.56,2.14,2023-24
F1,2023-09-02,Monaco,Lens,3,0,H,2,0,H,11,12,6,1,21,16,5,2,4,2,0,0,2.05,3.8,3.2,2.05,3.75,3.25,2.11,3.93,3.33,1.91,4.0,3.5,2.03,3.94,3.61,2023-24
F1,2023-09-03,Toulouse,Clermont,2,2,D,2,1,H,9,15,5,3,19,17,0,8,1,3,0,0,2.0,3.6,3.75,1.98,3.7,3.6,2.02,3.69,3.82,2.2,3.5,3.2,2.29,3.54,3.31,2023-24
